,X,datum_id,time,DOD,RG_Proportion,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,Trt2
1183,174,853095,6/5/18 9:40,35,0.458359688,71,10994,25111,406,731,26.040001,38.845703,782.761108,25.879999,38.888672,782.621582,24.74,0.59,E,90,5.67,W,1.58,-5.44,0.1216,26369.38,26327.91,0.574937129,0,0,0,0.413,0.449,0.507,0.426,0.309,0.292,0.194,0.31,10.44,1,9407,17830.5,14.07,61032.5,65199.5,9.25,63901.5,65212,26.82,4.07,1,19.8,1,11.78,1,-1.63,1,-11.41,1,0.14,1,436.9650952,0.378,0.283,0.835,0.339,0.228,0.727,0.52,68.992,4076.371,2537,1114,0.607,1.09037,0.88248,0.86579,-851138.048,-0.987,406,-1.300001,4.072934974,1,26.040001,38.845703,5.67,412,203,173,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260095,-105.5849596,71,ARTR,Drought,3,N,Drought,./TP7_06052018,61_81_87_Sage_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',5138,3228,1120,9486,61,81,87,0.118068733,0.340290955,0.541640312,DD
1186,195,853068,6/5/18 9:40,35,0.008495478,9,9162,5776,138,221,26.49,38.852539,782.09906,26.469999,39.450195,783.287659,24.27,0.76,E,90,8.54,SE,5.39,6.64,-0.0048,28816.44,28816.45,-0.053934115,0,0,0,1.085,0.948,0.979,1.478,0.602,0.547,0.492,0.563,48.3,1,3058,7483.5,34.59,19202,29705,27.68,42778.5,29711.5,11.32,11.69,1,37.76,1,87.63,1,-5.42,1,-10.91,1,-3.88,1,546.6016369,0.015,0.978,143.299,0.007,0.46,0.033,0.469,0.952,813.2,800.7,787,0.016,13.82719,0.98278,0.563,-52833.525,-0.992,138,-2.22,11.69358015,1,26.49,38.852539,8.54,124,61,54,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126124,-105.5849481,9,POTR,Drought,14,N,Drought,./TP7_06052018,2_Aspen_DD_withDevelopedLeaf_Fm'.bmp,2,DD,5-Jun,Leaf,Fm',7236,62,0,7298,2,NA,NA,0,0.008495478,0.991504522,DD
1187,195,853068,6/5/18 9:40,35,0,9,9162,5776,138,221,26.49,38.852539,782.09906,26.469999,39.450195,783.287659,24.27,0.76,E,90,8.54,SE,5.39,6.64,-0.0048,28816.44,28816.45,-0.053934115,0,0,0,1.085,0.948,0.979,1.478,0.602,0.547,0.492,0.563,48.3,1,3058,7483.5,34.59,19202,29705,27.68,42778.5,29711.5,11.32,11.69,1,37.76,1,87.63,1,-5.42,1,-10.91,1,-3.88,1,546.6016369,0.015,0.978,143.299,0.007,0.46,0.033,0.469,0.952,813.2,800.7,787,0.016,13.82719,0.98278,0.563,-52833.525,-0.992,138,-2.22,11.69358015,1,26.49,38.852539,8.54,124,61,54,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126124,-105.5849481,9,POTR,Drought,14,N,Drought,./TP7_06052018,9_22_2_Aspen_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',7596,0,0,7596,9,22,2,0,0,1,DD
1198,176,853093,6/5/18 9:42,35,0.072992701,49,11724,16603,114,200,26.76,38.818359,782.756897,26.610001,38.866211,782.644531,24.75,1.69,E,90,13.44,S,12.86,3.96,0.0805,28273.82,28248.19,0.504018308,0,0,0,0.591,0.565,0.669,0.602,0.315,0.335,0.458,0.385,27.66,1,7211,17584.5,25.01,46732.5,64270.5,20.22,64094,64295,26.07,8.88,1,35.41,1,28.79,1,2,1,14.34,1,7.02,1,478.4538495,0.069,0.9,29.477,0.031,0.465,0.138,0.502,3.554,2989.338,2782.2,2577,0.074,1.05144,0.99548,0.97284,-31918.115,-0.332,114,-2.01,8.879613357,1,26.76,38.818359,13.44,111,57,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261187,-105.5849547,49,PIPO,Drought,3,N,Drought,./TP7_06052018,32_31_58_Pine_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',4064,318,2,4384,32,31,58,0.000456204,0.072536496,0.927007299,DD
1207,177,853092,6/5/18 9:43,35,0.072992701,31,13330,9170,618,1121,27.07,37.722656,782.688904,26.92,37.758789,782.608154,25.05,2.07,E,90,10.46,SE,4.56,9.42,-0.3973,27000.63,26885.81,-0.647525689,NA,NA,NA,0.82,0.871,0.888,0.895,0.628,0.593,0.83,0.646,19.13,1,3565,8538.5,24.23,22886.5,31075.5,19.67,51779,31593,4.48,8.54,1,26.01,1,26.67,1,-3.53,1,20.17,1,1.72,1,569.729109,0.266,0.544,2.873,0.189,0.288,0.558,0.478,74.05,9319.421,6837.9,4123,0.363,1.26735,0.8894,0.83537,-3068381.805,-0.988,618,-2.02,8.536906854,1,27.07,37.722656,10.46,636,309,265,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126119,-105.584955,31,PIPO,Drought,3,N,Drought,./TP7_06052018,32_31_58_Pine_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',4064,318,2,4384,32,31,58,0.000456204,0.072536496,0.927007299,DD
1210,199,853064,6/5/18 9:44,35,0.008495478,17,8707,5185,249,421,27.16,38.789062,782.073669,27.16,39.335938,783.229553,25.87,1.27,E,90,7.03,NE,-6.19,3.33,-0.7621,29094.77,29403.06,-0.934444851,NA,NA,NA,1.103,0.985,0.984,1.533,0.555,0.517,0.476,0.533,54.75,1,2802.5,8324.5,43.01,17573,33119.5,36.25,39153.5,33128.5,19.9,15.01,1,42.91,1,97.72,1,-3.86,1,-7.93,1,-2.28,1,515.6976545,0.018,0,0,-0.006,-0.58,-0.033,-0.551,2.048,1782.204,1749.6,1841,0.019,7.30326,0.98113,1.47223,-126256.186,-0.988,249,-1.29,15.0098464,1,27.16,38.789062,7.03,247,113,97,NA,0.988,-153.044,NA,1865,01:12:37:24,submitted,,41.3124986,-105.5851023,17,POTR,Drought,19,N,Drought,./TP7_06052018,2_Aspen_DD_withDevelopedLeaf_Fm'.bmp,2,DD,5-Jun,Leaf,Fm',7236,62,0,7298,2,NA,NA,0,0.008495478,0.991504522,DD
1211,199,853064,6/5/18 9:44,35,0,17,8707,5185,249,421,27.16,38.789062,782.073669,27.16,39.335938,783.229553,25.87,1.27,E,90,7.03,NE,-6.19,3.33,-0.7621,29094.77,29403.06,-0.934444851,NA,NA,NA,1.103,0.985,0.984,1.533,0.555,0.517,0.476,0.533,54.75,1,2802.5,8324.5,43.01,17573,33119.5,36.25,39153.5,33128.5,19.9,15.01,1,42.91,1,97.72,1,-3.86,1,-7.93,1,-2.28,1,515.6976545,0.018,0,0,-0.006,-0.58,-0.033,-0.551,2.048,1782.204,1749.6,1841,0.019,7.30326,0.98113,1.47223,-126256.186,-0.988,249,-1.29,15.0098464,1,27.16,38.789062,7.03,247,113,97,NA,0.988,-153.044,NA,1865,01:12:37:24,submitted,,41.3124986,-105.5851023,17,POTR,Drought,19,N,Drought,./TP7_06052018,9_22_2_Aspen_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',7596,0,0,7596,9,22,2,0,0,1,DD
1225,201,853061,6/5/18 9:47,35,0.458359688,73,10394,2393,601,1012,27.27,36.726562,782.071228,27.280001,37.358398,783.191956,25.57,1.8,E,90,2.4,N,-2.31,0.65,-0.01,30435.91,30447.4,-0.136013227,0,0,0,1.465,1.578,1.642,1.607,0.908,0.846,0.966,0.873,43.33,2,716,3695,67,4375.5,14523,60.83,9731,14526,44.55,24.16,2,63.81,2,55.47,2,-0.43,2,17.16,2,-0.94,2,630.2801124,0.279,0.392,1.188,0.33,0.173,0.69,0.404,75.359,10587.061,7637.1,3277,0.386,1.145,0.90207,0.88229,-2119560.766,-0.97,601,-1.7,24.1582965,2,27.27,36.726562,2.4,589,272,235,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261452,-105.5849362,73,ARTR,Drought,9,N,Drought,./TP7_06052018,61_81_87_Sage_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',5138,3228,1120,9486,61,81,87,0.118068733,0.340290955,0.541640312,DD
1228,202,853060,6/5/18 9:48,35,0.008495478,27,8303,4424,815,1405,27.299999,35.681641,782.032837,27.32,36.137695,783.162903,25.77,1.88,E,90,4.64,S,4.63,0.42,0.0118,28457.63,28453.64,0.179179124,0,0,0,1.198,1.268,1.209,1.829,0.606,0.565,0.501,0.58,59.17,1,1463,7400.5,66.13,9098.5,29396.5,59.66,20258.5,29404,43.33,24.12,1,60.26,1,122.26,1,-4.11,1,-10.53,1,-2.69,1,488.257635,0.012,0.984,217.912,0.005,0.543,0.022,0.548,4.386,1665.664,1645.7,1629,0.012,-2.77778,0.98046,0.2564,-126592.128,-0.978,815,-1.529999,24.11579362,1,27.299999,35.681641,4.64,836,374,330,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261437,-105.5849357,27,POTR,Drought,9,N,Drought,./TP7_06052018,2_Aspen_DD_withDevelopedLeaf_Fm'.bmp,2,DD,5-Jun,Leaf,Fm',7236,62,0,7298,2,NA,NA,0,0.008495478,0.991504522,DD
1229,202,853060,6/5/18 9:48,35,0,27,8303,4424,815,1405,27.299999,35.681641,782.032837,27.32,36.137695,783.162903,25.77,1.88,E,90,4.64,S,4.63,0.42,0.0118,28457.63,28453.64,0.179179124,0,0,0,1.198,1.268,1.209,1.829,0.606,0.565,0.501,0.58,59.17,1,1463,7400.5,66.13,9098.5,29396.5,59.66,20258.5,29404,43.33,24.12,1,60.26,1,122.26,1,-4.11,1,-10.53,1,-2.69,1,488.257635,0.012,0.984,217.912,0.005,0.543,0.022,0.548,4.386,1665.664,1645.7,1629,0.012,-2.77778,0.98046,0.2564,-126592.128,-0.978,815,-1.529999,24.11579362,1,27.299999,35.681641,4.64,836,374,330,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261437,-105.5849357,27,POTR,Drought,9,N,Drought,./TP7_06052018,9_22_2_Aspen_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',7596,0,0,7596,9,22,2,0,0,1,DD
1240,181,853088,6/5/18 9:49,35,0.458359688,87,13393,9629,152,266,25.110001,39.571289,782.634949,24.99,39.708984,782.486389,23.29,0.5,E,90,7.91,SE,7.26,3.15,0.0077,30393.73,30395.67,0.079699045,0,0,0,0.823,0.845,0.808,0.857,0.556,0.513,0.499,0.515,26.76,1,3781,10097.5,28.96,24399.5,36745.5,24.17,55071,36745.5,8.36,10.62,1,25.25,1,30.12,1,-4.23,1,-5.65,1,-4.01,1,573.3096453,0.305,0.581,5.08,0.114,0.546,0.445,NA,20.846,4372.635,3040,2426,0.438,0.95969,1.02548,1.04857,477146.392,0.565,152,-1.820001,10.61511424,1,25.110001,39.571289,7.91,147,75,66,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126411,-105.5849348,87,ARTR,Drought,5,N,Drought,./TP7_06052018,61_81_87_Sage_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',5138,3228,1120,9486,61,81,87,0.118068733,0.340290955,0.541640312,DD
1243,204,853058,6/5/18 9:50,35,0.008495478,22,8898,1721,178,292,27.24,36.713867,781.973145,27.25,37.344727,783.13092,26.05,1.38,E,90,7.27,S,7.08,1.64,-0.0077,25856.21,25852.16,-0.131281041,0,0,0,NA,NA,1.591,NA,0.681,0.657,0.674,0.653,92.57,1,469,6228,108.04,2811,24682,103.08,6240.5,24689.5,86.88,40.62,1,90.96,1,177.71,1,-2.48,1,-0.72,1,-2.81,1,528.6705351,0.011,0.984,219.788,0.004,0.525,0.022,0.53,0.919,2888.799,2855.7,2826,0.012,-2.15621,0.97986,0.22687,-227510.07,-0.974,178,-1.19,40.62229224,1,27.24,36.713867,7.27,168,79,70,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261604,-105.5849349,22,POTR,Drought,17,Y,Drought,./TP7_06052018,2_Aspen_DD_withDevelopedLeaf_Fm'.bmp,2,DD,5-Jun,Leaf,Fm',7236,62,0,7298,2,NA,NA,0,0.008495478,0.991504522,DD
1244,204,853058,6/5/18 9:50,35,0,22,8898,1721,178,292,27.24,36.713867,781.973145,27.25,37.344727,783.13092,26.05,1.38,E,90,7.27,S,7.08,1.64,-0.0077,25856.21,25852.16,-0.131281041,0,0,0,NA,NA,1.591,NA,0.681,0.657,0.674,0.653,92.57,1,469,6228,108.04,2811,24682,103.08,6240.5,24689.5,86.88,40.62,1,90.96,1,177.71,1,-2.48,1,-0.72,1,-2.81,1,528.6705351,0.011,0.984,219.788,0.004,0.525,0.022,0.53,0.919,2888.799,2855.7,2826,0.012,-2.15621,0.97986,0.22687,-227510.07,-0.974,178,-1.19,40.62229224,1,27.24,36.713867,7.27,168,79,70,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261604,-105.5849349,22,POTR,Drought,17,Y,Drought,./TP7_06052018,9_22_2_Aspen_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',7596,0,0,7596,9,22,2,0,0,1,DD
1249,182,853087,6/5/18 9:51,35,0.072992701,54,12201,8337,608,1121,24.969999,38.887695,782.624695,24.84,38.946289,782.479126,22.43,0.81,E,90,3.69,W,0.41,-3.66,1.1059,27189.82,26927.38,0.947243553,NA,NA,NA,0.879,0.925,0.891,0.839,0.555,0.495,0.363,0.459,32.46,1,3143,10120.5,37.08,20324.5,36834,32.21,46044.5,36860,16.27,14.18,1,33.68,1,28.46,1,-5.91,1,-19.12,1,-9.55,1,505.5636246,0.249,0.522,2.275,0.229,0.223,0.598,0.416,68.168,10344.872,7767.4,4154,0.332,1.09494,0.95246,0.93407,-1485032.8,-0.828,608,-2.539999,14.1827768,1,24.969999,38.887695,3.69,650,304,265,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264634,-105.5849338,54,PIPO,Drought,5,N,Drought,./TP7_06052018,32_31_58_Pine_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',4064,318,2,4384,32,31,58,0.000456204,0.072536496,0.927007299,DD
1261,207,853055,6/5/18 9:53,35,0.008495478,12,8643,2241,143,234,26.33,35.583008,781.939514,26.370001,36.279297,783.126038,25.6,0.54,E,90,5.6,N,-5.38,1.57,0.061,27808.18,27797.76,0.676985373,0,0,0,1.468,1.277,1.338,NA,0.619,0.639,0.742,0.634,84.87,1,1431,7189.5,65.83,8902,28506.5,59.27,19815,28506,42.95,24,1,71.89,1,145.43,1,2,1,12.33,1,1.46,1,511.3507207,0.024,0.972,246.901,0.004,1.232,0.019,1.227,1.524,579.028,565.3,568,0.024,12.07191,0.97379,-0.12665,-55652.779,-0.902,143,-0.73,23.99763686,1,26.33,35.583008,5.6,134,64,57,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261771,-105.5849331,12,POTR,Drought,18,Y,Drought,./TP7_06052018,2_Aspen_DD_withDevelopedLeaf_Fm'.bmp,2,DD,5-Jun,Leaf,Fm',7236,62,0,7298,2,NA,NA,0,0.008495478,0.991504522,DD
1262,207,853055,6/5/18 9:53,35,0,12,8643,2241,143,234,26.33,35.583008,781.939514,26.370001,36.279297,783.126038,25.6,0.54,E,90,5.6,N,-5.38,1.57,0.061,27808.18,27797.76,0.676985373,0,0,0,1.468,1.277,1.338,NA,0.619,0.639,0.742,0.634,84.87,1,1431,7189.5,65.83,8902,28506.5,59.27,19815,28506,42.95,24,1,71.89,1,145.43,1,2,1,12.33,1,1.46,1,511.3507207,0.024,0.972,246.901,0.004,1.232,0.019,1.227,1.524,579.028,565.3,568,0.024,12.07191,0.97379,-0.12665,-55652.779,-0.902,143,-0.73,23.99763686,1,26.33,35.583008,5.6,134,64,57,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261771,-105.5849331,12,POTR,Drought,18,Y,Drought,./TP7_06052018,9_22_2_Aspen_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',7596,0,0,7596,9,22,2,0,0,1,DD
1279,188,853081,6/5/18 9:58,35,0.458359688,73,9257,25959,113,203,27.02,40.378906,782.571777,26.870001,40.510742,782.429199,25.39,0.82,E,90,7.41,SW,4.78,-5.68,0.046,26337.43,26320.42,0.251830741,0,0,0,0.392,0.399,0.413,0.386,0.2,0.208,0.118,0.199,19.25,1,10558.5,22913,19.95,65535,65535,6.39,63208,65535,27.51,6.66,1,21.28,1,18.68,1,0.88,1,-8.22,1,-0.08,1,338.2445934,0.259,0.643,6.564,0.098,0.543,0.392,0.661,13.184,2105.679,1559.8,1280,0.35,1.01599,0.99241,0.98394,-18842.962,-0.11,113,-1.63,6.656414763,1,27.02,40.378906,7.41,118,55,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264584,-105.5849563,73,ARTR,Drought,9,N,Drought,./TP7_06052018,61_81_87_Sage_DD_Fm'.bmp,Multiple,DD,5-Jun,Leaf,Fm',5138,3228,1120,9486,61,81,87,0.118068733,0.340290955,0.541640312,DD
1285,45,868531,6/15/18 9:24,45,0.004500818,6,8339,5781,234,387,23.530001,39.099609,779.018311,23.48,39.501953,780.201904,22.57,0.93,E,90,11.33,W,4.18,-10.54,0.0309,28262.08,28250.37,0.339702509,0,0,0,1.074,1.195,1.036,1.738,0.53,0.48,0.406,0.481,54.41,1,1731,8819,66.44,10789,34983,59.81,24047.5,34986.5,43.44,24.24,1,50.59,1,120.78,1,-5.05,1,-12.43,1,-4.96,1,490.7027852,0.015,0.979,175.238,0.006,0.554,0.027,0.561,1.591,2646.607,2606.6,2575,0.015,-2.32384,0.97411,0.20242,-278790.77,-0.92,234,-0.960001,24.23788893,1,23.530001,39.099609,11.33,224,104,93,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261257,-105.58507,6,POTR,Drought,18,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1291,47,868529,6/15/18 9:26,45,0.056100982,53,8310,4515,182,306,24.18,38.663086,779.087524,24.139999,39.160156,780.258972,22.09,1.94,E,90,0.67,N,-0.67,0,-0.4678,31621.06,30897.27,-0.425300693,NA,NA,NA,1.3,1.338,1.357,1.357,0.665,0.616,0.612,0.574,63.51,1,1245.5,6465.5,67.25,7801,25549,60.25,17489.5,25590.5,43.68,24.56,1,69.21,1,69.23,1,-4.95,1,-5.35,1,-9.15,1,488.7330809,0.006,0,0,0,-2.593,-0.002,-2.572,0.477,4123.936,4099.9,4133,0.006,-9.13308,0.99224,3.8471,-121311.313,-0.963,182,-2.09,24.55691217,1,24.18,38.663086,0.67,180,82,72,NA,0.995,-2162.657,NA,1865,01:12:37:24,submitted,,41.31263536,-105.5849852,53,PIPO,Drought,18,N,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1294,48,868528,6/15/18 9:27,45,0.139784946,83,5061,11583,517,904,24.34,38.261719,779.115601,24.32,38.697266,780.247864,22.47,4.16,E,90,10.47,E,1.62,10.34,0.019,30471.49,30467.01,0.173084338,0,0,0,0.796,0.765,0.745,0.815,0.72,0.752,0.51,0.677,7.61,1,4660,5694,4.43,29379,22466,-2.92,65467,22465,-19.3,-0.19,1,2.46,1,9.44,1,3.18,1,-21.02,1,-4.36,1,268.0582702,0.055,0.928,53.83,0.017,0.655,0.082,0.674,12.823,318.143,300.6,292,0.058,3.19434,0.95313,0.52402,-51777.362,-0.914,517,-1.87,-0.185112249,1,24.34,38.261719,10.47,549,235,207,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265014,-105.5849468,83,ARTR,Drought,18,Y,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1297,49,868527,6/15/18 9:28,45,0.056100982,42,7062,26881,182,304,24.82,38.170898,779.11554,24.780001,38.716797,780.221863,22.67,1.17,E,90,6.29,E,0.18,6.29,2.1365,22479.24,22542.3,0.745731399,NA,NA,NA,0.41,0.373,0.376,0.415,0.266,0.239,0.214,0.267,14.37,1,11491,16207,10.66,65535,64496.5,8.03,65535,64561,26.5,2.27,1,11.04,1,14.94,1,-2.75,1,-5.19,1,0.08,1,403.967872,-0.017,1.004,77.021,0.013,-0.267,0.059,NA,-1.393,6345.143,6453,5972,-0.017,1.49522,1.01011,1.16422,211236.218,0.742,182,-2.15,2.268609689,1,24.82,38.170898,6.29,178,81,72,NA,NA,NA,77.021,1865,01:12:37:24,submitted,,41.31264582,-105.5849012,42,PIPO,Drought,17,Y,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1309,51,868525,6/15/18 9:30,45,0.139784946,76,7120,20188,201,335,25.5,39.084961,779.218933,25.459999,39.601562,780.314392,23.05,1.48,E,90,1.31,NW,-1.13,-0.66,-0.0063,28800.87,28809.89,-0.044601821,0,0,0,0.557,0.461,0.437,0.531,0.315,0.349,0.312,0.352,24.21,1,9375,14489,14.63,59182.5,57903,7.78,65535,57903.5,21.78,3.83,1,12.23,1,21.6,1,3.45,1,-0.26,1,3.7,1,407.9072807,0.001,0.994,211.181,0.005,0.038,0.022,0.039,0.08,533.896,533.4,522,0.001,-0.76724,0.99755,0.90956,-5393.198,-0.204,201,-2.45,3.832217408,1,25.5,39.084961,1.31,196,89,79,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3124874,-105.585056,76,ARTR,Drought,17,N,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1312,52,868524,6/15/18 9:31,45,0.056100982,45,6166,27809,219,367,25.889999,37.87793,779.176697,25.870001,38.330078,780.279846,24.8,1.46,E,90,7.09,S,7.06,0.67,-0.343,26510.53,26486.31,-0.652795644,NA,NA,NA,0.454,0.432,0.442,0.427,0.35,0.333,0.112,0.294,10.46,1,10026.5,13364.5,8.21,63343,53484,1.38,65535,53495.5,18.34,1.3,1,9.22,1,7.68,1,-1.67,1,-23.75,1,-5.54,1,343.1107989,0.018,0.972,101.557,0.01,0.392,0.045,0.403,1.804,4990.571,4899.2,4764,0.019,-1.81183,0.96599,0.37855,-656859.65,-0.98,219,-1.089999,1.303662859,1,25.889999,37.87793,7.09,215,98,87,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264429,-105.5848975,45,PIPO,Drought,17,N,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1318,53,868523,6/15/18 9:32,45,0.004500818,23,9477,8878,201,336,26.07,37.49707,779.187012,26.049999,37.964844,780.295776,25.04,0.25,E,90,10.08,N,-10.06,-0.67,0.0361,29539.61,29528.39,0.369566557,0,0,0,0.901,0.646,0.754,1.189,0.525,0.454,0.379,0.507,37.58,1,6119.5,8917.5,12.08,38631.5,35453.5,5,65535,35459,0.48,2.83,1,22.88,1,66.38,1,-7.12,1,-14.7,1,-1.82,1,567.9967017,0.01,0.985,217.186,0.005,0.453,0.022,0.458,0.907,1209.463,1197.3,1183,0.01,6.76255,0.98966,0.60781,-48597.997,-0.962,201,-1.03,2.827884994,1,26.07,37.49707,10.08,197,89,79,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264427,-105.5848965,23,POTR,Drought,17,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1324,54,868522,6/15/18 9:34,45,0.004500818,23,9681,9884,177,296,26.559999,37.93457,779.141235,26.540001,38.387695,780.270142,24.51,0.31,E,90,9.99,N,-9.93,-1.16,0.021,29680.76,29673.47,0.174846335,0,0,0,0.854,0.609,0.664,1.117,0.513,0.447,0.354,0.493,34.09,1,6664.5,9173,9.6,42051,36496.5,2.57,65535,36511,1.75,1.85,1,15.03,1,60.4,1,-6.62,1,-15.95,1,-2.04,1,581.8525531,0.008,0.988,249.026,0.004,0.431,0.019,0.436,0.665,1389.753,1378.1,1363,0.008,NA,0.98991,0.5628,-53715.675,-0.99,177,-2.049999,1.851122489,1,26.559999,37.93457,9.99,174,79,70,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265341,-105.5848928,23,POTR,Drought,17,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1333,56,868520,6/15/18 9:36,45,0.004500818,26,8355,6887,210,353,26.98,39.951172,779.143738,26.98,40.563477,780.259827,25.05,1.38,E,90,4.17,W,-0.65,-4.12,0.0568,29308.97,29273.26,0.516592977,0,0,0,1.007,0.766,0.878,1.351,0.568,0.511,0.431,0.544,43.87,1,4650,8085.5,19.75,29254.5,32149.5,12.82,65132.5,32172,-3.48,5.85,1,30.98,1,78.27,1,-5.72,1,-13.73,1,-2.41,1,491.7895187,0.025,0.968,127.051,0.008,0.665,0.037,0.673,2.334,721.705,703.9,695,0.025,8.04961,0.97377,0.407,-75296.927,-0.947,210,-1.93,5.848759354,1,26.98,39.951172,4.17,207,95,83,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265423,-105.5848935,26,POTR,Drought,9,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
