,X,datum_id,time,DOD,RG_Proportion,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,Trt2
1336,72,868504,6/15/18 9:36,45,0.139784946,61,9525,43423,202,369,26.77,41.263672,779.726746,26.629999,41.378906,779.664246,26.38,0.43,E,90,4.27,SE,1.82,3.87,-0.0207,24336.1,24330.57,-0.061378866,NA,NA,NA,0.174,0.204,0.274,0.197,0.118,0.112,0.073,0.126,5.64,1,16554,27683.5,8.63,64876,65535,6.82,60652,65535,29.3,1.68,1,15.69,1,7.99,1,-0.52,1,-4.49,1,0.88,1,353.4760813,0.009,0.978,72.694,0.013,0.134,0.062,0.142,0.802,1236.094,1225.2,1159,0.009,1.20963,0.99812,0.97487,-10676.43,-0.69,202,-0.39,1.682776801,1,26.77,41.263672,4.27,214,100,87,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261058,-105.5849332,61,ARTR,Drought,1,N,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1342,73,868503,6/15/18 9:38,45,0.004500818,7,13261,13927,181,326,26.92,39.707031,779.745544,26.780001,39.760742,779.655334,26,0.91,E,90,7.52,E,1.8,7.3,0.0554,27964.67,27954.55,0.416761158,0,0,0,0.661,0.557,0.691,0.85,0.563,0.527,0.356,0.529,9.82,1,7335,9924.5,-0.57,47576.5,36098,-5.61,64292,36111,0.88,-2.36,1,12.83,1,28.72,1,-3.65,1,-20.71,1,-3.42,1,565.8075692,0.052,0.921,33.566,0.027,0.387,0.124,0.419,4.224,240.324,227.9,211,0.055,-7.54545,0.92862,0.52112,-60517.896,-0.974,181,-0.92,-2.35940246,1,26.92,39.707031,7.52,187,89,78,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126055,-105.584939,7,POTR,Drought,12,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1345,58,868518,6/15/18 9:39,45,0.004500818,27,9283,5340,560,959,27.24,39.972656,779.08783,27.25,40.457031,780.241577,25.47,1.3,E,90,7.59,N,-7.5,1.15,0.0166,28802.29,28792.59,0.210539988,0,0,0,1.115,0.933,0.995,1.532,0.61,0.569,0.507,0.598,50.5,1,3160,7337,32.31,19842,29098,25.35,44195.5,29103.5,9.01,10.8,1,38.43,1,92.18,1,-4.17,1,-10.33,1,-1.18,1,554.8200586,0.014,0.981,193.465,0.005,0.554,0.024,0.56,3.454,1547.052,1525.8,1509,0.014,-5.6903,0.98059,0.3421,-119307.745,-0.952,560,-1.77,10.79558881,1,27.24,39.972656,7.59,568,255,220,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266154,-105.5849649,27,POTR,Drought,9,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1348,74,868502,6/15/18 9:40,45,0.056100982,43,10009,28914,207,377,27.120001,39.264648,779.70874,26.99,39.322266,779.563293,27.42,1.95,E,90,1.62,S,1.57,0.41,-0.0411,26587.16,26606.6,-0.178186422,6.00E-04,6.65E-05,8.4497,0.367,0.409,0.579,0.448,0.282,0.296,0.359,0.342,8.49,1,10312,18936.5,12.69,65535,65535,6.39,62841,65535,27.76,3.47,1,29.63,1,16.6,1,1.31,1,7.63,1,5.96,1,380.9836938,-0.017,0,0,-0.001,3.595,-0.005,3.638,-1.556,5399.825,5490,5425,-0.016,0.89622,0.99772,1.41301,-50901.254,-0.843,207,0.299999,3.466608084,1,27.120001,39.264648,1.62,219,102,89,-1068.785,1.018,-1068.785,NA,1865,01:12:38:85,submitted,,41.31260451,-105.584943,43,PIPO,Drought,1,N,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1351,59,868517,6/15/18 9:40,45,0.139784946,69,7744,22476,488,835,27.59,38.483398,779.10022,27.6,38.958984,780.214233,25.43,1.04,E,90,8.68,N,-8.14,-3.02,0.013,28803.23,28790.47,0.076205365,0,0,0,0.512,0.489,0.505,0.521,0.423,0.397,0.357,0.414,8.9,1,8792,11281.5,6.55,55507,45034,-0.35,65535,45050.5,10.88,0.65,1,8.12,1,9.74,1,-2.63,1,-6.68,1,-0.93,1,450.2898852,0.011,0.976,72.639,0.013,0.168,0.062,0.178,2.424,2594.35,2565.7,2433,0.011,1.35623,0.99643,0.95235,-33826.217,-0.696,488,-2.16,0.64986215,1,27.59,38.483398,8.68,495,222,191,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266202,-105.5849634,69,ARTR,Drought,9,N,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1378,64,868512,6/15/18 9:46,45,0.139784946,89,5127,49282,278,467,28.4,38.353516,779.055786,28.4,38.874023,780.182129,26.15,2.12,E,90,2.19,S,2.09,-0.66,-0.0124,22424.7,22391.07,-0.038320782,NA,NA,NA,0.175,0.155,0.201,0.179,0.114,0.124,0.005,0.147,6.08,1,18966,22980.5,4.06,65535,65535,8.73,59961.5,65535,31.01,-0.33,1,8.64,1,6.44,1,1.01,1,-10.9,1,3.3,1,272.5410457,0.08,0.894,35.275,0.025,0.648,0.119,0.676,10.033,165.027,151.8,145,0.087,2.29358,0.94257,0.59802,-34001.439,-0.782,278,-2.25,-0.330838913,1,28.4,38.353516,2.19,272,126,109,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265511,-105.5849454,89,ARTR,Drought,13,N,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1381,79,868497,6/15/18 9:47,45,0.056100982,44,10384,25189,190,347,25.969999,42.321289,779.617676,25.870001,42.439453,779.576782,24.57,2.07,E,90,2.05,S,2.01,0.4,1.7241,27289.08,26797.53,0.897054082,NA,NA,NA,0.374,0.431,0.542,0.475,0.324,0.323,0.41,0.356,5.01,1,9806.5,17204,10.71,63567,62951,5.96,65535,62935,24.18,2.6,1,21.81,1,15.06,1,-0.08,1,8.55,1,3.17,1,402.29641,-0.015,0.998,57.835,0.017,-0.182,0.077,-0.201,-1.314,4172.913,4237,3853,-0.015,0.9031,0.99801,0.97847,-61674.358,-0.357,190,-1.399999,2.596660808,1,25.969999,42.321289,2.05,201,95,84,57.835,NA,NA,NA,1865,01:12:38:85,submitted,,41.31267325,-105.5849246,44,PIPO,Drought,5,N,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1384,65,868511,6/15/18 9:47,45,0.139784946,90,5479,8043,327,561,28.48,37.388672,779.022827,28.48,37.84082,780.19458,26.15,4.29,E,90,13.74,NW,-10.45,-8.98,0.0201,30641.02,30640.37,0.204375378,0,0,0,0.956,0.987,1.023,1.048,0.898,0.937,0.592,0.805,-8.83,2,2795.5,3781,8.84,17547,14879,1.56,39074.5,14883.5,-14.76,0.35,2,1.6,2,0.03,2,9.7,2,-19.12,2,-6.73,2,296.4491815,0.228,0.702,10.017,0.07,0.666,0.307,0.742,33.528,75.828,58.6,53,0.295,2.21245,0.82352,0.52287,-44992.059,-0.873,327,-2.33,0.345520289,2,28.48,37.388672,13.74,336,147,126,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265378,-105.5849456,90,ARTR,Drought,13,N,Drought,./TP8_06152018,61_76_83_Sage_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',800,126,4,930,61,76,83,0.004301075,0.135483871,0.860215054,DD
1387,80,868496,6/15/18 9:48,45,0.004500818,1,12964,7424,139,252,26.440001,40.852539,779.561401,26.32,40.863281,779.456238,25.47,1.15,E,90,10.53,NE,-6.59,8.23,0.0114,29371.85,29366.79,0.143885732,0,0,0,0.923,0.711,0.884,1.228,0.595,0.552,0.4,0.555,32.79,1,5145,9219.5,11.63,33279.5,33551,6.74,65535,33552,-3.14,3,1,28.88,1,63.3,1,-4.27,1,-19.51,1,-3.97,1,548.9278979,0.006,0.988,174.338,0.006,0.235,0.027,0.24,0.406,1382.714,1373.7,1345,0.007,-0.89518,0.98352,0.49475,-93283.117,-0.908,139,-0.970001,3.000878735,1,26.440001,40.852539,10.53,146,69,60,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31267286,-105.5849235,1,POTR,Drought,13,N,Drought,./TP8_06152018,6_26_7_Aspen_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4866,22,0,4888,6,26,7,0,0.004500818,0.995499182,DD
1390,66,868510,6/15/18 9:48,45,0.056100982,36,7119,24634,295,498,28.76,37.057617,779.03009,28.75,37.568359,780.153137,26.75,0.78,E,90,11.07,N,-10.32,4.03,0.0014,26438.58,26446.26,0.008613168,0,0,0,0.472,0.463,0.432,0.472,0.339,0.322,0.252,0.323,13.32,1,9333,13712.5,12.44,58917,54912,5.67,65535,54923,19.48,2.97,1,9.29,1,13.31,1,-1.68,1,-8.65,1,-1.6,1,407.8393599,-0.001,0.999,662.549,0.002,-0.078,0.007,-0.079,-0.076,6154.291,6157.8,6109,-0.001,0.05471,0.98817,-0.34502,-301920.014,-0.891,295,-2.01,2.9696731,1,28.76,37.057617,11.07,292,133,114,662.549,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265272,-105.5849455,36,PIPO,Drought,12,N,Drought,./TP8_06152018,44_53_42_Pine_DD_Fm'.bmp,Multiple,DD,15-Jun,Leaf,Fm',4038,240,0,4278,44,53,42,0,0.056100982,0.943899018,DD
1393,1,878320,6/22/18 9:57,52,0,81,4675,42651,199,328,24.690001,40.623047,781.277649,24.620001,41.165039,782.361877,23.19,2.61,E,90,3.3,NW,-2.33,-2.33,0.0412,24359.35,24374.28,0.14408346,NA,NA,NA,0.227,0.223,0.234,0.253,0.185,0.186,0.101,0.195,4.25,1,16218.5,19540,3.82,65535,65535,8.73,60326.5,65535,30.75,-0.43,1,4.93,1,6.78,1,0.08,1,-8.37,1,1.03,1,241.8408258,0.162,0.789,16.26,0.049,0.685,0.22,0.736,14.526,117.96,98.8,92,0.194,2.64965,0.86642,0.49704,-53872.77,-0.801,199,-1.500001,-0.425364317,1,24.690001,40.623047,3.3,189,88,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259543,-105.5848753,81,ARTR,Drought,1,N,Drought,./TP9_06222018,63_Sage_DD_Fm'.bmp,63,DD,22-Jun,Leaf,Fm',37244,0,0,37244,63,NA,NA,0,0,1,DD
1394,1,878320,6/22/18 9:57,52,0.000243546,81,4675,42651,199,328,24.690001,40.623047,781.277649,24.620001,41.165039,782.361877,23.19,2.61,E,90,3.3,NW,-2.33,-2.33,0.0412,24359.35,24374.28,0.14408346,NA,NA,NA,0.227,0.223,0.234,0.253,0.185,0.186,0.101,0.195,4.25,1,16218.5,19540,3.82,65535,65535,8.73,60326.5,65535,30.75,-0.43,1,4.93,1,6.78,1,0.08,1,-8.37,1,1.03,1,241.8408258,0.162,0.789,16.26,0.049,0.685,0.22,0.736,14.526,117.96,98.8,92,0.194,2.64965,0.86642,0.49704,-53872.77,-0.801,199,-1.500001,-0.425364317,1,24.690001,40.623047,3.3,189,88,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259543,-105.5848753,81,ARTR,Drought,1,N,Drought,./TP9_06222018,64_Sage_DD_Fm'.bmp,64,DD,22-Jun,Leaf,Fm',32840,8,0,32848,64,NA,NA,0,0.000243546,0.999756454,DD
1395,1,878320,6/22/18 9:57,52,6.46E-05,81,4675,42651,199,328,24.690001,40.623047,781.277649,24.620001,41.165039,782.361877,23.19,2.61,E,90,3.3,NW,-2.33,-2.33,0.0412,24359.35,24374.28,0.14408346,NA,NA,NA,0.227,0.223,0.234,0.253,0.185,0.186,0.101,0.195,4.25,1,16218.5,19540,3.82,65535,65535,8.73,60326.5,65535,30.75,-0.43,1,4.93,1,6.78,1,0.08,1,-8.37,1,1.03,1,241.8408258,0.162,0.789,16.26,0.049,0.685,0.22,0.736,14.526,117.96,98.8,92,0.194,2.64965,0.86642,0.49704,-53872.77,-0.801,199,-1.500001,-0.425364317,1,24.690001,40.623047,3.3,189,88,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259543,-105.5848753,81,ARTR,Drought,1,N,Drought,./TP9_06222018,69_Sage_DD_Fm'.bmp,69,DD,22-Jun,Leaf,Fm',30950,2,0,30952,69,NA,NA,0,6.46E-05,0.999935384,DD
1396,1,878320,6/22/18 9:57,52,0,81,4675,42651,199,328,24.690001,40.623047,781.277649,24.620001,41.165039,782.361877,23.19,2.61,E,90,3.3,NW,-2.33,-2.33,0.0412,24359.35,24374.28,0.14408346,NA,NA,NA,0.227,0.223,0.234,0.253,0.185,0.186,0.101,0.195,4.25,1,16218.5,19540,3.82,65535,65535,8.73,60326.5,65535,30.75,-0.43,1,4.93,1,6.78,1,0.08,1,-8.37,1,1.03,1,241.8408258,0.162,0.789,16.26,0.049,0.685,0.22,0.736,14.526,117.96,98.8,92,0.194,2.64965,0.86642,0.49704,-53872.77,-0.801,199,-1.500001,-0.425364317,1,24.690001,40.623047,3.3,189,88,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259543,-105.5848753,81,ARTR,Drought,1,N,Drought,./TP9_06222018,83_Sage_DD_Fm'.bmp,83,DD,22-Jun,Leaf,Fm',20886,0,0,20886,83,NA,NA,0,0,1,DD
1397,1,878320,6/22/18 9:57,52,0.001135589,81,4675,42651,199,328,24.690001,40.623047,781.277649,24.620001,41.165039,782.361877,23.19,2.61,E,90,3.3,NW,-2.33,-2.33,0.0412,24359.35,24374.28,0.14408346,NA,NA,NA,0.227,0.223,0.234,0.253,0.185,0.186,0.101,0.195,4.25,1,16218.5,19540,3.82,65535,65535,8.73,60326.5,65535,30.75,-0.43,1,4.93,1,6.78,1,0.08,1,-8.37,1,1.03,1,241.8408258,0.162,0.789,16.26,0.049,0.685,0.22,0.736,14.526,117.96,98.8,92,0.194,2.64965,0.86642,0.49704,-53872.77,-0.801,199,-1.500001,-0.425364317,1,24.690001,40.623047,3.3,189,88,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259543,-105.5848753,81,ARTR,Drought,1,N,Drought,./TP9_06222018,86_62_83_Sage_DD_Fm'.bmp,Multiple,DD,22-Jun,Leaf,Fm',17592,20,0,17612,86,62,83,0,0.001135589,0.998864411,DD
1408,2,878319,6/22/18 9:59,52,0,62,4915,57588,143,232,25.49,40.279297,781.275146,25.43,40.81543,782.361816,23.53,0.82,E,90,10.85,N,-10.08,-4.03,-0.0963,20310.61,20338.26,-0.309537007,NA,NA,NA,0.11,0.094,0.061,0.114,0.083,0.086,0.006,0.089,2.68,1,21843,24689.5,1.05,65535,65535,8.73,60360,65535,30.73,-1.52,1,-2.2,1,3.11,1,0.26,1,-7.68,1,0.61,1,258.1418275,0.128,0.837,23.469,0.036,0.734,0.166,0.768,8.217,120.973,105.5,101,0.146,2.31292,0.90547,0.52819,-38873.806,-0.92,143,-1.96,-1.516345018,1,25.49,40.279297,10.85,132,63,55,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3125985,-105.584886,62,ARTR,Drought,14,Y,Drought,./TP9_06222018,63_Sage_DD_Fm'.bmp,63,DD,22-Jun,Leaf,Fm',37244,0,0,37244,63,NA,NA,0,0,1,DD
1409,2,878319,6/22/18 9:59,52,0.000243546,62,4915,57588,143,232,25.49,40.279297,781.275146,25.43,40.81543,782.361816,23.53,0.82,E,90,10.85,N,-10.08,-4.03,-0.0963,20310.61,20338.26,-0.309537007,NA,NA,NA,0.11,0.094,0.061,0.114,0.083,0.086,0.006,0.089,2.68,1,21843,24689.5,1.05,65535,65535,8.73,60360,65535,30.73,-1.52,1,-2.2,1,3.11,1,0.26,1,-7.68,1,0.61,1,258.1418275,0.128,0.837,23.469,0.036,0.734,0.166,0.768,8.217,120.973,105.5,101,0.146,2.31292,0.90547,0.52819,-38873.806,-0.92,143,-1.96,-1.516345018,1,25.49,40.279297,10.85,132,63,55,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3125985,-105.584886,62,ARTR,Drought,14,Y,Drought,./TP9_06222018,64_Sage_DD_Fm'.bmp,64,DD,22-Jun,Leaf,Fm',32840,8,0,32848,64,NA,NA,0,0.000243546,0.999756454,DD
1410,2,878319,6/22/18 9:59,52,6.46E-05,62,4915,57588,143,232,25.49,40.279297,781.275146,25.43,40.81543,782.361816,23.53,0.82,E,90,10.85,N,-10.08,-4.03,-0.0963,20310.61,20338.26,-0.309537007,NA,NA,NA,0.11,0.094,0.061,0.114,0.083,0.086,0.006,0.089,2.68,1,21843,24689.5,1.05,65535,65535,8.73,60360,65535,30.73,-1.52,1,-2.2,1,3.11,1,0.26,1,-7.68,1,0.61,1,258.1418275,0.128,0.837,23.469,0.036,0.734,0.166,0.768,8.217,120.973,105.5,101,0.146,2.31292,0.90547,0.52819,-38873.806,-0.92,143,-1.96,-1.516345018,1,25.49,40.279297,10.85,132,63,55,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3125985,-105.584886,62,ARTR,Drought,14,Y,Drought,./TP9_06222018,69_Sage_DD_Fm'.bmp,69,DD,22-Jun,Leaf,Fm',30950,2,0,30952,69,NA,NA,0,6.46E-05,0.999935384,DD
1411,2,878319,6/22/18 9:59,52,0,62,4915,57588,143,232,25.49,40.279297,781.275146,25.43,40.81543,782.361816,23.53,0.82,E,90,10.85,N,-10.08,-4.03,-0.0963,20310.61,20338.26,-0.309537007,NA,NA,NA,0.11,0.094,0.061,0.114,0.083,0.086,0.006,0.089,2.68,1,21843,24689.5,1.05,65535,65535,8.73,60360,65535,30.73,-1.52,1,-2.2,1,3.11,1,0.26,1,-7.68,1,0.61,1,258.1418275,0.128,0.837,23.469,0.036,0.734,0.166,0.768,8.217,120.973,105.5,101,0.146,2.31292,0.90547,0.52819,-38873.806,-0.92,143,-1.96,-1.516345018,1,25.49,40.279297,10.85,132,63,55,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3125985,-105.584886,62,ARTR,Drought,14,Y,Drought,./TP9_06222018,83_Sage_DD_Fm'.bmp,83,DD,22-Jun,Leaf,Fm',20886,0,0,20886,83,NA,NA,0,0,1,DD
1412,2,878319,6/22/18 9:59,52,0.001135589,62,4915,57588,143,232,25.49,40.279297,781.275146,25.43,40.81543,782.361816,23.53,0.82,E,90,10.85,N,-10.08,-4.03,-0.0963,20310.61,20338.26,-0.309537007,NA,NA,NA,0.11,0.094,0.061,0.114,0.083,0.086,0.006,0.089,2.68,1,21843,24689.5,1.05,65535,65535,8.73,60360,65535,30.73,-1.52,1,-2.2,1,3.11,1,0.26,1,-7.68,1,0.61,1,258.1418275,0.128,0.837,23.469,0.036,0.734,0.166,0.768,8.217,120.973,105.5,101,0.146,2.31292,0.90547,0.52819,-38873.806,-0.92,143,-1.96,-1.516345018,1,25.49,40.279297,10.85,132,63,55,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3125985,-105.584886,62,ARTR,Drought,14,Y,Drought,./TP9_06222018,86_62_83_Sage_DD_Fm'.bmp,Multiple,DD,22-Jun,Leaf,Fm',17592,20,0,17612,86,62,83,0,0.001135589,0.998864411,DD
1423,3,878318,6/22/18 10:00,52,0,71,5739,47866,104,166,25.969999,39.861328,781.253906,25.92,40.436523,782.343567,23.89,0.62,E,90,8.75,N,-8.7,-0.91,0.0373,22551.84,22523.79,0.122086598,NA,NA,NA,0.18,0.165,0.161,0.196,0.16,0.145,0.104,0.182,2.01,1,18536,20698,0.52,65535,65535,8.73,58111,65535,32.38,-1.73,1,0.09,1,3.66,1,-1.48,1,-5.6,1,2.18,1,314.1086,0.036,0.954,89.513,0.011,0.685,0.051,0.696,1.667,407.751,393.2,387,0.037,2.55714,0.97332,0.56723,-39974.681,-0.991,104,-2.079999,-1.725088618,1,25.969999,39.861328,8.75,94,45,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267397,-105.5848664,71,ARTR,Drought,3,N,Drought,./TP9_06222018,63_Sage_DD_Fm'.bmp,63,DD,22-Jun,Leaf,Fm',37244,0,0,37244,63,NA,NA,0,0,1,DD
1424,3,878318,6/22/18 10:00,52,0.000243546,71,5739,47866,104,166,25.969999,39.861328,781.253906,25.92,40.436523,782.343567,23.89,0.62,E,90,8.75,N,-8.7,-0.91,0.0373,22551.84,22523.79,0.122086598,NA,NA,NA,0.18,0.165,0.161,0.196,0.16,0.145,0.104,0.182,2.01,1,18536,20698,0.52,65535,65535,8.73,58111,65535,32.38,-1.73,1,0.09,1,3.66,1,-1.48,1,-5.6,1,2.18,1,314.1086,0.036,0.954,89.513,0.011,0.685,0.051,0.696,1.667,407.751,393.2,387,0.037,2.55714,0.97332,0.56723,-39974.681,-0.991,104,-2.079999,-1.725088618,1,25.969999,39.861328,8.75,94,45,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267397,-105.5848664,71,ARTR,Drought,3,N,Drought,./TP9_06222018,64_Sage_DD_Fm'.bmp,64,DD,22-Jun,Leaf,Fm',32840,8,0,32848,64,NA,NA,0,0.000243546,0.999756454,DD
1425,3,878318,6/22/18 10:00,52,6.46E-05,71,5739,47866,104,166,25.969999,39.861328,781.253906,25.92,40.436523,782.343567,23.89,0.62,E,90,8.75,N,-8.7,-0.91,0.0373,22551.84,22523.79,0.122086598,NA,NA,NA,0.18,0.165,0.161,0.196,0.16,0.145,0.104,0.182,2.01,1,18536,20698,0.52,65535,65535,8.73,58111,65535,32.38,-1.73,1,0.09,1,3.66,1,-1.48,1,-5.6,1,2.18,1,314.1086,0.036,0.954,89.513,0.011,0.685,0.051,0.696,1.667,407.751,393.2,387,0.037,2.55714,0.97332,0.56723,-39974.681,-0.991,104,-2.079999,-1.725088618,1,25.969999,39.861328,8.75,94,45,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267397,-105.5848664,71,ARTR,Drought,3,N,Drought,./TP9_06222018,69_Sage_DD_Fm'.bmp,69,DD,22-Jun,Leaf,Fm',30950,2,0,30952,69,NA,NA,0,6.46E-05,0.999935384,DD
1426,3,878318,6/22/18 10:00,52,0,71,5739,47866,104,166,25.969999,39.861328,781.253906,25.92,40.436523,782.343567,23.89,0.62,E,90,8.75,N,-8.7,-0.91,0.0373,22551.84,22523.79,0.122086598,NA,NA,NA,0.18,0.165,0.161,0.196,0.16,0.145,0.104,0.182,2.01,1,18536,20698,0.52,65535,65535,8.73,58111,65535,32.38,-1.73,1,0.09,1,3.66,1,-1.48,1,-5.6,1,2.18,1,314.1086,0.036,0.954,89.513,0.011,0.685,0.051,0.696,1.667,407.751,393.2,387,0.037,2.55714,0.97332,0.56723,-39974.681,-0.991,104,-2.079999,-1.725088618,1,25.969999,39.861328,8.75,94,45,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267397,-105.5848664,71,ARTR,Drought,3,N,Drought,./TP9_06222018,83_Sage_DD_Fm'.bmp,83,DD,22-Jun,Leaf,Fm',20886,0,0,20886,83,NA,NA,0,0,1,DD
1427,3,878318,6/22/18 10:00,52,0.001135589,71,5739,47866,104,166,25.969999,39.861328,781.253906,25.92,40.436523,782.343567,23.89,0.62,E,90,8.75,N,-8.7,-0.91,0.0373,22551.84,22523.79,0.122086598,NA,NA,NA,0.18,0.165,0.161,0.196,0.16,0.145,0.104,0.182,2.01,1,18536,20698,0.52,65535,65535,8.73,58111,65535,32.38,-1.73,1,0.09,1,3.66,1,-1.48,1,-5.6,1,2.18,1,314.1086,0.036,0.954,89.513,0.011,0.685,0.051,0.696,1.667,407.751,393.2,387,0.037,2.55714,0.97332,0.56723,-39974.681,-0.991,104,-2.079999,-1.725088618,1,25.969999,39.861328,8.75,94,45,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267397,-105.5848664,71,ARTR,Drought,3,N,Drought,./TP9_06222018,86_62_83_Sage_DD_Fm'.bmp,Multiple,DD,22-Jun,Leaf,Fm',17592,20,0,17612,86,62,83,0,0.001135589,0.998864411,DD
1498,10,878311,6/22/18 10:08,52,0,87,5011,24814,196,318,27.719999,43.442383,781.282349,27.700001,44.089844,782.252319,26.56,3.31,E,90,5.6,NE,-3.71,4.2,0.0906,26216.64,26168.59,0.490609253,0,0,0,0.471,0.421,0.456,0.437,0.493,0.511,0.202,0.428,-2.26,1,10269.5,9606,-7.17,64838,38240.5,-14.2,65535,38246.5,3.77,-4.75,1,-3.7,1,-5.62,1,1.78,1,-29.12,1,-6.53,1,264.6622282,0.091,0.877,27.249,0.032,0.581,0.147,0.619,8.041,124.708,113.3,106,0.1,1.59118,0.95551,0.74936,-21224.767,-0.724,196,-1.159999,-4.753840095,1,27.719999,43.442383,5.6,181,86,77,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267567,-105.5849065,87,ARTR,Drought,5,N,Drought,./TP9_06222018,63_Sage_DD_Fm'.bmp,63,DD,22-Jun,Leaf,Fm',37244,0,0,37244,63,NA,NA,0,0,1,DD
