,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Symbol,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
41,966,823232,5/9/18 9:42,8,16,8165,9538,249,425,22.4,46.21582,783.299011,22.379999,46.849609,784.517029,21.34,0.37,E,90,6.19,SE,5.54,2.75,0.019,28278.42,28327.55,0.218402134,8.00E-04,6.87E-05,11.2179,0.86,1.249,0.918,1.741,0.388,0.314,0.265,0.353,47.21,1,1529,12245,86.08,9478.5,48852,79.94,21112.5,48854.5,63.59,31.97,1,53.01,1,135.32,1,-7.41,1,-12.29,1,-3.49,1,478.884559,0.558,0.151,0.52,0.291,0.393,0.763,0.732,62.505,18402.883,8137.1,4371,1.262,1.05649,0.808,0.79103,-5242559.731,-1,249,-1.06,31.9732178,1,22.4,46.21582,6.19,253,113,99,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31268556,-105.5849304,16,POTR,25,Water,7,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
214,914,823464,5/9/18 13:24,8,11,8397,7893,1308,2252,32.540001,40.419922,782.551392,32.610001,41.324219,783.632507,31.64,0.51,E,90,2.11,SW,1.1,-1.8,-0.0165,28084.87,28212.66,-0.219647451,0.0018,0.00021927,8.1615,0.954,1.355,1.08,1.851,0.433,0.361,0.294,0.409,52.03,1,1196,11024.5,92.19,7402.5,44164.5,86.3,16465,44171,70.01,34.38,1,64.65,1,141.77,1,-7.22,1,-13.91,1,-2.46,1,494.642194,0.2,0.589,2.794,0.211,0.194,0.563,0.356,117.773,7268.764,5814.4,3179,0.25,1.6448,0.86173,0.79604,-3009840.891,-0.988,1308,-0.900001,34.37967704,1,32.540001,40.419922,2.11,1341,595,528,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261655,-105.5848586,11,POTR,25,Water,11,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
237,919,823459,5/9/18 13:29,8,10,8456,8137,1306,2274,33.139999,43.014648,782.565796,33.189999,43.874023,783.576721,31.19,0.45,E,90,2.64,SE,2.09,1.62,-0.2176,28290.8,28545.47,-0.940406813,NA,NA,NA,0.955,1.373,1.071,1.861,0.419,0.34,0.284,0.397,53.69,1,1147,11407.5,95.49,7079,45745,89.76,15751,45749,73.46,35.68,1,65.2,1,144.24,1,-7.83,1,-13.46,1,-2.12,1,498.6495236,0.238,0.485,1.746,0.278,0.176,0.64,0.372,139.74,9462.22,7212.4,3407,0.312,1.52064,0.83168,0.78169,-4192792.957,-0.995,1306,-1.949999,35.67940134,1,33.139999,43.014648,2.64,1370,596,526,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264482,-105.5849361,10,POTR,25,Water,11,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
326,871,823507,5/9/18 14:08,8,19,12840,8026,200,378,29.91,47.640625,782.754822,29.870001,48.15332,782.674561,28.17,0.31,E,90,7.96,E,2.74,7.47,0.0208,27938.08,27975.51,0.291362258,0,0,0,0.883,1.336,1.087,1.799,0.456,0.409,0.325,0.438,42.76,1,1220,12706.5,88.06,7743.5,46373,84.12,17438,46380,68.42,36.58,1,63.1,1,134.36,1,-4.64,1,-13.07,1,-1.73,1,541.8804931,0.639,0.102,0.394,0.259,0.505,0.778,0.821,57.499,15621.113,5641.1,3471,1.769,1.05336,0.72351,0.70499,-5842402.29,-0.999,200,-1.74,36.58172232,1,29.91,47.640625,7.96,219,109,88,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260274,-105.584946,19,POTR,25,Water,4,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
400,893,823485,5/9/18 14:45,8,15,12442,6095,1460,2737,25,62.541992,782.399231,25.049999,64.271484,782.382568,23.85,0.33,E,90,7.52,NE,-6.95,2.89,-0.0097,26874.8,26988.24,-0.136079548,0.002,0.00020503,9.7937,0.995,1.396,1.105,NA,0.428,0.378,0.292,0.394,56.73,1,1063.5,13554,96.83,6673,49451,93.37,15023,49467,77.69,40.43,1,67.77,1,150.52,1,-4.98,1,-13.56,1,-3.32,1,519.2605969,0.26,0.468,1.722,0.272,0.196,0.642,0.405,170.608,8223.532,6088.1,2945,0.351,1.92206,0.75729,0.68622,-5482178.214,-0.99,1460,-1.15,40.43497364,1,25,62.541992,7.52,1609,736,654,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257231,-105.5849678,15,POTR,25,Water,6,Y,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
357,811,823567,5/9/18 14:19,8,18,8234,6789,108,187,29.93,44.217773,782.010132,29.98,44.882812,783.151306,28.21,0.63,E,90,7.59,SW,3.74,-6.61,0.0332,27562.77,27591.03,0.458966607,0,0,0,1.018,1.497,1.131,NA,0.418,0.353,0.308,0.394,60.02,1,863,11430,107.93,5300.5,45787.5,102.37,11798,45814.5,86.07,40.58,1,71.33,1,153.84,1,-6.52,1,-10.99,1,-2.39,1,483.571097,0.649,0.089,0.342,0.261,0.509,0.784,0.828,31.552,19885.728,6975.4,4290,1.851,1.04059,0.74573,0.73092,-5882097.825,-0.992,108,-1.72,40.5789681,1,29.93,44.217773,7.59,110,54,43,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31251442,-105.5849316,18,POTR,25,Water,16,Y,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
87,973,823225,5/9/18 9:52,8,25,8412,6124,187,315,24.48,45.698242,783.380615,24.469999,46.472656,784.522278,21.43,0.39,E,90,13.71,E,2.76,13.44,0.0166,26882.15,26914.52,0.242106603,4.00E-04,2.28E-05,18.7687,1.052,1.494,1.135,NA,0.409,0.336,0.327,0.381,64.34,1,869,11659,108.49,5316,46550,102.96,11837,46556,86.63,40.8,1,72.59,1,157.34,1,-7.3,1,-8.24,1,-2.8,1,495.6610066,0.631,0.087,0.309,0.282,0.458,0.789,0.8,53.084,20767.254,7666.7,4392,1.709,1.07478,0.62219,0.60235,-9978865.75,-1,187,-3.05,40.79952737,1,24.48,45.698242,13.71,185,85,75,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264942,-105.5849452,25,POTR,25,Water,16,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
124,955,823243,5/9/18 10:09,8,13,13095,5952,442,827,24.25,47.47168,783.890808,24.17,47.811523,783.791565,22.67,0.45,E,90,3.72,S,3.66,0.65,-0.0025,26919.71,27027.35,-0.041277591,0.0018,0.00014828,12.1459,1.008,1.436,1.208,NA,0.452,0.412,0.37,0.431,55.61,1,971,12830,98.4,6106,46735.5,94.77,13756.5,46746,79.06,41.12,1,75.66,1,140.67,1,-3.97,1,-8.11,1,-2.02,1,556.3731401,0.484,0.26,1.016,0.256,0.387,0.708,0.684,96.248,12166.842,6279.3,3557,0.938,1.1759,0.74889,0.7055,-6853742.375,-0.996,442,-1.58,41.12478032,1,24.25,47.47168,3.72,485,225,194,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31268029,-105.5848948,13,POTR,25,Water,6,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
429,824,823554,5/9/18 15:04,8,24,8608,6378,162,266,21.74,48.566406,781.691406,21.719999,49.209961,782.925415,19.85,0.43,E,90,5.18,E,-0.66,5.14,0.0243,26585.28,26639.59,0.333787426,9.00E-04,4.95E-05,17.5146,1.031,1.547,1.122,NA,0.424,0.354,0.331,0.389,60.69,1,769,11265.5,112.31,4685,44869,106.85,10422,44865,90.55,42.3,1,69.84,1,171.56,1,-7.01,1,-9.28,1,-3.46,1,508.9734913,0.591,0.205,1.005,0.204,0.595,0.709,0.834,43.105,17273.303,7059.7,5031,1.447,1.06092,0.83357,0.80511,-5876896.766,-0.997,162,-1.89,42.30405672,1,21.74,48.566406,5.18,153,72,64,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264057,-105.5848785,24,POTR,25,Water,8,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
114,952,823246,5/9/18 10:02,8,21,12925,5703,402,746,24.92,46.549805,783.981689,24.82,46.913086,783.887207,22.63,0.29,E,90,3.55,S,3.37,1.11,0.0081,26816.63,26892.68,0.13254277,0.0013,0.00017023,7.5836,1.026,1.479,1.258,NA,0.434,0.386,0.344,0.413,59.16,1,879,13346.5,104.44,5483.5,48661,101.2,12354,48680.5,85.49,43.78,1,82.35,1,150.72,1,-4.88,1,-9.03,1,-2.12,1,546.7113754,0.523,0.119,0.331,0.359,0.299,0.786,0.665,94.545,14700.831,7017.6,3151,1.095,1.14056,0.60485,0.58259,-7980125.676,-0.997,402,-2.29,43.77855888,1,24.92,46.549805,3.55,436,202,178,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31267431,-105.5849119,21,POTR,25,Water,8,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
387,819,823559,5/9/18 14:37,8,25,8271,5133,871,1486,27.34,44.164062,781.947449,27.41,45.140625,783.092346,26.53,0.61,E,90,3.9,SE,2.51,2.99,0.012,26763.42,26877.83,0.198325476,NA,NA,NA,1.133,1.594,1.258,NA,0.426,0.36,0.346,0.395,70.69,1,691,11212.5,116.75,4197,44842,111.6,9324,44841.5,95.36,44.05,1,83.2,1,153.85,1,-6.63,1,-8,1,-3.09,1,486.0841681,0.294,0.302,0.749,0.403,0.15,0.736,0.4,115.423,17593.173,12412.2,4641,0.417,1.34111,0.76995,0.74066,-7751086.949,-0.995,871,-0.81,44.05277668,1,27.34,44.164062,3.9,879,393,348,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31275046,-105.5848621,25,POTR,25,Water,16,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
390,888,823490,5/9/18 14:38,8,21,12763,5030,55,114,25.48,54.734375,782.565552,25.41,55.3125,782.470703,26.08,0.38,E,90,22.36,SE,16.08,15.76,-0.0781,26364.19,26457.53,-0.765781683,0.0015,2.03E-05,71.7509,1.076,1.549,1.211,NA,0.455,0.406,0.348,0.423,62.15,1,748.5,12732.5,109.37,4659,46460.5,106.26,10478.5,46463,90.62,45.94,1,75.66,1,163.1,1,-4.88,1,-10.7,1,-3.15,1,537.504282,0.579,0.179,0.739,0.242,0.49,0.737,0.785,14.322,20217.419,8518.2,5312,1.373,1.01519,0.94496,0.93804,-1507275.06,-0.67,55,0.6,45.94463972,1,25.48,54.734375,22.36,70,36,24,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259487,-105.5850011,21,POTR,25,Water,8,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
393,889,823489,5/9/18 14:40,8,20,12653,5184,1398,2642,25.75,52.883789,782.549072,25.68,53.333984,782.420288,25.33,0.48,E,90,5.71,NW,-2.29,-5.23,-0.0759,26257.16,26465.04,-0.748319282,NA,NA,NA,1.065,1.56,1.204,NA,0.463,0.417,0.36,0.433,60.19,1,729,12487,109.67,4518,45521,106.71,10169.5,45526,91.03,46.08,1,74.02,1,160.46,1,-4.59,1,-10.33,1,-3.02,1,531.2525519,0.135,0.575,1.988,0.289,0.096,0.62,0.218,84.936,11165.943,9658.4,4240,0.156,3.58981,0.83061,0.77335,-5285664.231,-0.981,1398,-0.42,46.07644991,1,25.75,52.883789,5.71,1561,712,627,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261069,-105.5849926,20,POTR,25,Water,7,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
376,885,823493,5/9/18 14:28,8,21,12760,5331,1024,1926,27.469999,49.099609,782.496094,27.43,49.164062,782.460205,24.33,0.55,E,90,18.67,SW,16.65,-8.57,-0.0381,26492,26625.15,-0.498014243,0.0023,0.0001358,16.9587,1.058,1.564,1.274,NA,0.451,0.409,0.345,0.43,60.64,1,722.5,12835.5,111.25,4487.5,46877,108.28,10098.5,46889,92.62,46.77,1,82.31,1,155.36,1,-4.23,1,-10.67,1,-2.14,1,537.3337803,0.22,0.281,0.563,0.499,0.09,0.757,0.29,101.153,15555.314,12140.7,3774,0.281,1.60497,0.73825,0.71318,-6917428.761,-0.988,1024,-3.139999,46.77065026,1,27.469999,49.099609,18.67,1135,519,459,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259296,-105.5849446,21,POTR,25,Water,8,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
276,857,823521,5/9/18 13:42,8,29,12739,3990,267,505,31.84,44.368164,783.019714,31.799999,45.149414,782.911255,30.54,0.13,E,90,7.76,SW,4.62,-6.24,-0.0757,25902.28,25959.77,-0.822700991,0.001,7.07E-05,14.555,1.172,1.585,1.318,NA,0.454,0.408,0.365,0.436,71.77,1,688.5,12756.5,113.08,4288.5,46587,109.98,9639.5,46593,94.36,47.57,1,86.37,1,160.87,1,-4.55,1,-8.92,1,-1.78,1,536.1402682,0.6,0.174,0.769,0.226,0.543,0.734,0.817,72.055,14087.719,5639.2,3748,1.498,1.12458,0.68495,0.64374,-9061083.094,-1,267,-1.3,47.57469244,1,31.84,44.368164,7.76,297,140,120,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125413,-105.5849758,29,POTR,25,Water,10,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
187,840,823538,5/9/18 13:16,8,4,12596,4724,162,311,30.709999,45.478516,783.137939,30.66,46.071289,782.954773,28.43,0.44,E,90,4.71,E,-0.66,4.66,0.0089,26324.49,26358.71,0.142003192,8.00E-04,6.35E-06,121.1017,1.1,1.628,1.397,NA,0.463,0.415,0.36,0.44,63.66,1,623,12489,116.5,3860.5,45579,113.6,8685,45582.5,97.94,49.08,1,93.4,1,160.54,1,-4.8,1,-10.31,1,-2.33,1,528.013019,0.644,0.104,0.414,0.252,0.524,0.775,0.83,46.944,13816.542,4919.3,3103,1.809,1.06358,0.69189,0.67022,-6065562.032,-1,162,-2.279999,49.07732865,1,30.709999,45.478516,4.71,182,91,72,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31255593,-105.5849056,4,POTR,25,Water,2,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
117,953,823245,5/9/18 10:05,8,20,12939,4850,240,447,24.82,45.513672,783.947815,24.700001,45.983398,783.85968,23.05,0.34,E,90,3.13,SE,2.7,1.58,0.2032,25937.9,25984.59,0.923351881,NA,NA,NA,1.089,1.638,1.259,NA,0.447,0.401,0.369,0.422,64.22,1,608.5,12959,119.13,3726,47260,116.71,8391,47229,100.97,50.23,1,81.18,1,171.12,1,-4.66,1,-7.78,1,-2.52,1,547.5070502,0.494,0.223,0.787,0.283,0.358,0.732,0.675,53.389,21089.798,10664.2,5652,0.978,1.10937,0.79131,0.76338,-8631780.642,-0.985,240,-1.77,50.23286467,1,24.82,45.513672,3.13,263,121,106,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31267185,-105.5848563,20,POTR,25,Water,7,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
64,945,823253,5/9/18 9:47,8,4,13131,4451,166,302,24.860001,44.960938,783.956421,24.76,45.411133,783.860168,22.91,0.23,E,90,5.51,E,-1.1,5.4,0.0052,25668.46,25723.96,0.090866035,9.00E-04,5.88E-05,14.487,1.126,1.666,1.343,NA,0.458,0.409,0.38,0.428,66.88,1,571.5,12650,120.8,3484,46083,118.53,7839,46102,102.88,50.97,1,88.51,1,162.67,1,-4.82,1,-7.74,1,-2.92,1,558.4191609,0.609,0.147,0.604,0.244,0.512,0.753,0.809,45.486,17859.351,6984.6,4418,1.557,1.06862,0.75761,0.73272,-7305725.745,-1,166,-1.950001,50.96660808,1,24.860001,44.960938,5.51,174,83,70,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256076,-105.584964,4,POTR,25,Water,2,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
537,752,830198,5/12/18 10:30,11,116,8005,9511,346,588,25.6,51.62207,778.435181,25.6,52.370117,779.547058,23.59,0.67,E,90,5.88,S,5.86,0.42,0.057,28368.54,28422.39,0.515895872,0.001,0.00011178,8.951,0.868,1.328,0.951,NA,0.391,0.32,0.257,0.359,47.67,1,1274,12157.5,93.69,7887,48537,87.64,17557.5,48546,71.32,34.97,1,56.02,1,156.94,1,-7.1,1,-13.38,1,-3.14,1,468.0172245,0.552,0.079,0.214,0.369,0.306,0.801,0.689,85.909,17359.62,7781.3,3458,1.231,1.06653,0.65563,0.64311,-5505602.313,-0.998,346,-2.01,34.97046081,1,25.6,51.62207,5.88,343,161,138,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256768,-105.5849296,116,BRVT,22,Water,11,N,Water,./TP3_05122018,95_TurnipWW_Fm'.bmp,95,WW,12-May,Leaf,Fm',9828,47566,40086,97480,95,NA,NA,0.411222815,0.487956504,0.100820681,0.899179319,WW
503,742,830208,5/12/18 10:02,11,95,7990,8588,188,316,24.959999,49.844727,778.367798,24.959999,50.498047,779.504822,21.95,0.85,E,90,4.81,SE,1.86,4.44,0.0685,27831.11,27863.58,0.677715443,6.00E-04,0.00010082,6.2758,0.904,1.423,1.013,NA,0.394,0.333,0.274,0.364,50.91,1,1024,12059,102.83,6320,48114.5,96.88,14069,48127,80.57,38.57,1,61.88,1,173.11,1,-6.15,1,-12.03,1,-3.03,1,466.9984119,0.678,0.038,0.134,0.284,0.489,0.812,0.835,57.357,19527.407,6288.3,3681,2.105,1.08429,0.37394,0.35972,-12599591.55,-0.995,188,-3.009999,38.57030327,1,24.959999,49.844727,4.81,186,84,75,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264005,-105.5849421,95,BRVT,22,Water,15,N,Water,./TP3_05122018,95_TurnipWW_Fm'.bmp,95,WW,12-May,Leaf,Fm',9828,47566,40086,97480,95,NA,NA,0.411222815,0.487956504,0.100820681,0.899179319,WW
545,754,830196,5/12/18 10:33,11,109,7908,8281,361,613,25.6,51.424805,778.506714,25.610001,52.360352,779.6203,23.43,0.69,E,90,1.12,SW,0.66,-0.91,0.0371,27942.72,27985.12,0.434078286,8.00E-04,6.88E-05,10.9383,0.926,1.429,1.027,NA,0.387,0.312,0.267,0.359,53.89,1,1009,12259.5,104.18,6211,48958.5,98.39,13817,48964,82.1,39.1,1,63.97,1,172.76,1,-7.49,1,-12.02,1,-2.78,1,461.428903,0.618,0.081,0.27,0.301,0.421,0.794,0.779,100.376,16928.519,6468.6,3495,1.617,1.11971,0.50475,0.48205,-11408179.31,-0.997,361,-2.17,39.10200866,1,25.6,51.424805,1.12,362,163,143,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31270088,-105.5848933,109,BRVT,22,Water,10,N,Water,./TP3_05122018,95_TurnipWW_Fm'.bmp,95,WW,12-May,Leaf,Fm',9828,47566,40086,97480,95,NA,NA,0.411222815,0.487956504,0.100820681,0.899179319,WW
511,744,830206,5/12/18 10:05,11,94,8276,5545,242,404,25.15,49.77832,778.328735,25.139999,50.53125,779.489868,22.39,0.43,E,90,5.49,NW,-3.23,-4.44,0.0227,26026.69,26054.03,0.323803991,6.00E-04,7.01E-05,7.917,1.093,1.731,1.24,NA,0.409,0.336,0.321,0.379,68.34,1,503,11650.5,132.2,3010,46473.5,127.59,6689,46472.5,111.34,50.14,1,83.08,1,227.99,1,-7.39,1,-8.86,1,-3.01,1,486.4237723,0.68,0.029,0.1,0.291,0.479,0.816,0.833,74.059,19008.531,6081.6,3497,2.126,1.13643,0.22859,0.21543,-17891987.92,-0.989,242,-2.76,50.13784955,1,25.15,49.77832,5.49,235,109,96,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265921,-105.5849369,94,BRVT,22,Water,10,N,Water,./TP3_05122018,95_TurnipWW_Fm'.bmp,95,WW,12-May,Leaf,Fm',9828,47566,40086,97480,95,NA,NA,0.411222815,0.487956504,0.100820681,0.899179319,WW
483,737,830213,5/12/18 9:54,11,118,8207,2499,166,275,24.42,50.068359,778.258972,24.379999,50.780273,779.38916,23.35,0.51,E,90,5.02,SE,2.76,4.2,0.0122,22326.42,22366.53,0.19949371,7.00E-04,4.28E-05,17.1071,1.419,NA,1.611,NA,0.41,0.346,0.382,0.379,100.89,1,166,11625,180.25,998,46278.5,175.35,2202.5,46290,159.41,69.06,1,120.02,1,264.03,1,-6.42,1,-2.8,1,-3.14,1,481.7372343,0.6,0.113,0.395,0.287,0.429,0.778,0.772,44.819,19017.273,7607.3,4228,1.5,1.07648,0.6881,0.66714,-7972407.469,-0.985,166,-1.07,69.06262308,1,24.42,50.068359,5.02,160,74,65,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259106,-105.5850206,118,BRVT,22,Water,8,N,Water,./TP3_05122018,95_TurnipWW_Fm'.bmp,95,WW,12-May,Leaf,Fm',9828,47566,40086,97480,95,NA,NA,0.411222815,0.487956504,0.100820681,0.899179319,WW
217,847,823531,5/9/18 13:25,8,111,12279,7938,1560,2941,30.93,50.003906,783.195312,30.889999,49.817383,783.087341,27.67,0.46,E,90,14.85,NW,-6.3,-13.47,-0.003,28159.84,28296.5,-0.034424977,0.002,0.00019234,10.3068,0.886,1.323,1.015,1.773,0.453,0.402,0.298,0.427,43.38,1,1258.5,12796.5,87.02,8006,46758,83.03,18032,46772,67.33,36.12,1,56.19,1,132.01,1,-5.06,1,-15.52,1,-2.59,1,509.9966696,0.193,0.353,0.777,0.454,0.087,0.733,0.263,135.429,13165.957,10626,3514,0.239,2.09014,0.74427,0.71049,-6767653.01,-0.988,1560,-3.26,36.12478032,1,30.93,50.003906,14.85,1737,790,699,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256165,-105.5849217,111,BRVT,22,Water,2,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',12858,68402,60016,141276,111,94,116,0.42481384,0.484172825,0.091013336,0.908986664,WW
337,874,823504,5/9/18 14:13,8,110,12078,7943,1398,2634,27.67,50.633789,782.702881,27.67,50.756836,782.652039,26.66,0.99,E,90,3.61,NW,-2.43,-2.67,0.0484,28200.06,28300.76,0.353243002,NA,NA,NA,0.87,1.353,1.11,NA,0.468,0.428,0.332,0.441,40.21,1,1175,12347,88.45,7440.5,45036,84.58,16749,45013,68.87,36.75,1,64.23,1,143.35,1,-3.98,1,-13.61,1,-2.71,1,498.5730536,0.279,0.387,1.163,0.333,0.172,0.693,0.403,175.808,9448.129,6807.8,2902,0.388,1.48171,0.77969,0.73611,-4838555.645,-0.996,1398,-1.01,36.75307557,1,27.67,50.633789,3.61,1551,712,624,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126131,-105.5849128,110,BRVT,22,Water,4,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',12858,68402,60016,141276,111,94,116,0.42481384,0.484172825,0.091013336,0.908986664,WW
71,946,823252,5/9/18 9:49,8,116,12419,8918,121,218,24.83,47.463867,784.012817,24.74,47.661133,783.902954,22.47,0.7,E,90,2.8,NE,-2.45,1.34,0.0423,28038.74,28065.41,0.51254694,4.00E-04,1.61E-05,25.2651,0.836,1.336,1.058,NA,0.436,0.394,0.307,0.409,39.97,1,1220,13296.5,90.03,7706,48471,86.25,17356,48479.5,70.55,37.45,1,62.17,1,153.82,1,-4.18,1,-12.87,1,-2.73,1,517.953417,0.686,0.032,0.112,0.283,0.497,0.814,0.842,37.344,16174.576,5081.4,3001,2.183,1.03785,0.5114,0.50213,-5420224.709,-0.999,121,-2.36,37.44727592,1,24.83,47.463867,2.8,125,61,52,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31255386,-105.5849492,116,BRVT,22,Water,11,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',12858,68402,60016,141276,111,94,116,0.42481384,0.484172825,0.091013336,0.908986664,WW
