,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Symbol,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
1458,6,878315,6/22/18 10:03,52,70,8701,8324,188,306,26.530001,43.207031,781.241272,26.5,44.016602,782.309448,23.77,1.8,E,90,4.79,NE,-3.93,2.74,0.0321,30285.83,30286.04,0.34437107,0,0,0,0.936,0.924,0.944,0.915,0.654,0.604,0.413,0.557,28.24,1,3226,6639.5,27.07,20277,26314,20.05,45163.5,26317.5,3.7,8.73,1,29.04,1,26.13,1,-4.98,1,-24.1,1,-9.66,1,515.2901295,0.417,0.127,0.279,0.456,0.187,0.792,NA,35.242,11345.099,6619,2356,0.714,0.99527,1.01865,1.01955,476322.247,0.291,188,-2.760001,8.731784167,1,26.530001,43.207031,4.79,174,83,73,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31268903,-105.5848927,70,ARTR,23,Water,19,N,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
1488,9,878312,6/22/18 10:07,52,88,7766,12533,674,1161,27.809999,45.970703,781.289856,27.780001,46.858398,782.280334,25.23,2.16,E,90,19.32,N,-19.31,0.7,0.0321,28078.52,28077.59,0.313838467,0,0,0,0.764,0.844,0.858,0.806,0.559,0.491,0.391,0.515,20.43,1,3878,8250,28.51,24379,32826.5,21.65,54341,32835,5.27,9.3,1,29.9,1,24.71,1,-6.83,1,-16.79,1,-4.42,1,451.7841437,0.371,0.142,0.293,0.487,0.156,0.791,0.469,112.509,9649.802,6070.2,2021,0.59,1.16834,0.6887,0.6732,-3287570.664,-0.985,674,-2.579999,9.298936589,1,27.809999,45.970703,19.32,695,304,267,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31267747,-105.5849055,88,ARTR,23,Water,8,Y,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
1478,8,878313,6/22/18 10:06,52,68,8491,7021,806,1378,27.389999,44.994141,781.235168,27.360001,45.943359,782.256653,24.99,2.75,E,90,4.19,NW,-3.19,-2.72,9.00E-04,30160.72,30162.5,0.010337488,0,0,0,1.012,1.182,1.017,1.213,0.757,0.707,0.645,0.685,25.47,1,1784,5229.5,42.43,11142,20697,35.62,24803.5,20707,19.31,14.78,1,25.93,1,45.55,1,-5.02,1,-11.21,1,-7.25,1,501.026753,0.308,0.156,0.29,0.537,0.118,0.791,0.389,111.642,10808.126,7481.3,2259,0.445,1.18532,0.72839,0.715,-3040337.898,-0.98,806,-2.399999,14.78141,1,27.389999,44.994141,4.19,817,364,321,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126992,-105.5848971,68,ARTR,23,Water,16,N,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
1438,4,878317,6/22/18 10:01,52,72,9289,3664,130,216,26.18,43.633789,781.272949,26.139999,44.253906,782.374451,23.63,2.6,E,90,14.65,SE,13.31,6.18,0.002,30016.43,30013.89,0.023595121,0,0,0,1.286,1.171,1.244,1.285,0.704,0.647,0.63,0.65,58.17,1,1827.5,5907.5,46.68,11422,23371.5,39.82,25426.5,23374,23.5,16.46,1,53.97,1,58.09,1,-5.77,1,-7.48,1,-5.42,1,555.2275837,0.613,0.068,0.213,0.319,0.394,0.801,0.766,35.884,15142.6,5854.1,3014,1.587,1.02101,0.81671,0.81008,-1623074.75,-0.511,130,-2.55,16.45529736,1,26.18,43.633789,14.65,126,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266997,-105.5848727,72,ARTR,23,Water,10,N,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
1468,7,878314,6/22/18 10:04,52,79,9057,3024,543,908,26.879999,43.657227,781.227417,26.85,44.574219,782.268982,23.43,2.01,E,90,5.05,NE,-3.45,3.7,6.00E-04,28823.82,28847.16,0.007468643,4.00E-04,3.13E-05,14.1192,1.368,1.439,1.392,1.482,0.783,0.69,0.583,0.663,58.58,1,987,4934,65.61,6084,19471,59.25,13527.5,19471,42.97,23.91,1,60.91,1,69.94,1,-9.24,1,-19.95,1,-11.95,1,539.4699487,0.416,0.134,0.299,0.45,0.19,0.79,0.527,101.658,10715.559,6257.5,2253,0.712,1.15062,0.67196,0.65528,-4016840.315,-0.992,543,-3.449999,23.91098858,1,26.879999,43.657227,5.05,524,246,213,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31270352,-105.5848991,79,ARTR,23,Water,4,N,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
1448,5,878316,6/22/18 10:02,52,80,9587,590,151,245,26.26,43.499023,781.260925,26.24,44.349609,782.377686,24.09,2.64,E,90,7.72,N,-7.44,-2.09,-0.028,17383.34,17393.48,-0.801982311,2.00E-04,3.15E-06,58.4083,NA,NA,NA,NA,1.07,0.998,0.839,0.921,89.62,2,167.5,2546.5,113.92,975,9937.5,109.55,2148,9937.5,93.68,43.73,2,100.87,2,99.2,2,-1.57,2,-12.14,2,-12.39,2,575.4679941,0.499,0.093,0.228,0.408,0.25,0.799,0.624,33.878,15646.479,7845.5,3146,0.994,1.02208,0.87761,0.87287,-1066260.559,-0.448,151,-2.17,43.73242266,2,26.26,43.499023,7.72,140,66,59,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266745,-105.5848764,80,ARTR,23,Water,15,N,Water,./TP9_06222018,70_72_79_Sage_WW_Fm'.bmp,Multiple,WW,22-Jun,Leaf,Fm',7022,4990,1346,13358,70,72,79,0.100763587,0.373558916,0.525677497,0.474322503,WW
710,573,833759,5/16/18 10:21,15,33,5719,34678,111,186,25.93,43.225586,783.215332,25.9,43.511719,784.384033,24.88,1.63,E,90,1.1,NW,-0.65,-0.89,-2.4994,25247.32,25681.15,-0.905872735,NA,NA,NA,0.342,0.309,0.329,0.333,0.233,0.222,0.156,0.263,10.95,1,13295.5,17496,7.65,65535,65535,8.73,64556,65535,27.81,1.08,1,9.63,1,10.03,1,-1.08,1,-7.63,1,2.98,1,312.7501832,0.642,0.068,0.236,0.29,0.454,0.798,0.805,32.069,10547.887,3775.9,2132,1.793,1.06009,0.60917,0.59348,-4259383.186,-0.989,111,-1.05,1.083103584,1,25.93,43.225586,1.1,109,51,44,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259182,-105.584982,33,PIPO,24,Water,3,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
644,579,833753,5/16/18 10:00,15,41,11365,19439,178,324,26.190001,46.111328,783.925537,26.08,46.28418,783.754944,23.63,1.42,E,90,7.72,SW,6,-4.88,0.0514,30484.54,31468.71,0.086242432,NA,NA,NA,0.348,0.41,0.538,0.42,0.316,0.306,0.259,0.318,3.24,1,10298,17548.5,9.45,65535,64383,5.62,63387.5,64082.5,26.41,2.04,1,22.22,1,10.44,1,-0.9,1,-5.6,1,0.22,1,458.0504758,0.601,0,0,0.416,0.296,0.836,0.719,48.133,14735.939,5880.9,2423,1.506,1.07132,-0.52267,-0.51237,-6049106.917,-1,178,-2.560001,2.043057996,1,26.190001,46.111328,7.72,188,88,78,NA,-0.017,-0.04,NA,1865,01:12:38:85,submitted,,41.31257022,-105.5849618,41,PIPO,24,Water,19,Y,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
665,602,833730,5/16/18 10:04,15,34,6707,18854,995,1710,24.860001,48.141602,783.242371,24.85,48.894531,784.383667,22.63,1.3,E,90,1.8,NW,-1.39,-1.15,0.3924,28731.27,28637.56,0.921883225,NA,NA,NA,0.585,0.568,0.593,0.561,0.438,0.372,0.141,0.321,14.7,1,7331,10902,12.96,46236.5,43491,6.07,65535,43503,9.36,3.17,1,15.47,1,12.32,1,-6.62,1,-29.69,1,-11.71,1,379.8559736,0.368,0.114,0.221,0.518,0.146,0.8,0.46,164.689,11332.882,7164.5,2268,0.582,1.31818,0.51662,0.49847,-6319946.254,-0.999,995,-2.230001,3.174478141,1,24.860001,48.141602,1.8,1016,453,401,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262535,-105.5849365,34,PIPO,24,Water,8,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
647,599,833733,5/16/18 10:00,15,52,6939,19661,129,213,25.57,42.171875,783.283447,25.57,42.731445,784.436584,23.05,1.4,E,90,3.25,NW,-1.82,-2.7,-0.1884,28444.19,28519.18,-0.72275964,NA,NA,NA,0.572,0.54,0.569,0.564,0.336,0.294,0.214,0.323,23.67,1,7823.5,13811,20.41,49360.5,55398,13.74,65535,55409.5,19.87,6.11,1,23.39,1,22.85,1,-4.13,1,-12.11,1,-1.27,1,395.6136086,0.628,0.065,0.21,0.308,0.418,0.801,0.783,36.43,15168.685,5649.4,3013,1.685,1.06393,0.587,0.57227,-6143124.755,-0.994,129,-2.52,6.108704214,1,25.57,42.171875,3.25,123,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262664,-105.584946,52,PIPO,24,Water,7,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
626,575,833757,5/16/18 9:54,15,51,11299,13912,98,171,25.74,45.797852,783.90625,25.620001,45.973633,783.833435,23.53,1.2,E,90,7.88,SW,4.14,-6.71,-1.7071,32574.65,33811.01,-0.931114808,NA,NA,NA,0.625,0.686,0.799,0.695,0.412,0.385,0.316,0.391,21.34,1,5459.5,14061.5,27.39,35666,51441,22.29,65535,51432.5,15.41,9.93,1,38.78,1,28.3,1,-2.72,1,-9.62,1,-2.03,1,454.2994377,0.615,0.064,0.201,0.321,0.393,0.802,0.766,27.119,13476.652,5189.4,2662,1.597,1.03907,0.69831,0.68799,-3138179.192,-0.899,98,-2.21,9.925307557,1,25.74,45.797852,7.88,96,48,41,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31255864,-105.5849905,51,PIPO,24,Water,2,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
689,586,833746,5/16/18 10:10,15,35,13051,6340,566,1097,26.049999,44.139648,783.824829,25.959999,45.098633,783.757629,22.95,1.13,E,90,2.97,S,2.9,-0.64,0.1159,32536.51,32794.43,0.620529163,NA,NA,NA,0.931,1.014,1.13,1.01,0.518,0.474,0.547,0.5,41.34,1,2564.5,11009,49.57,16502,40113,44.96,37024.5,40173,29.48,19.67,1,61.23,1,49.2,1,-4.44,1,2.88,1,-1.81,1,553.8724481,0.428,0.061,0.12,0.511,0.172,0.813,0.527,109.102,17803.764,10177.5,3323,0.749,1.18328,0.4333,0.42176,-8441990.333,-0.998,566,-3.099999,19.67047452,1,26.049999,44.139648,2.97,674,284,252,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258918,-105.5849683,35,PIPO,24,Water,6,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
638,577,833755,5/16/18 9:57,15,51,13623,1787,104,182,26.059999,45.729492,783.921875,25.93,46.036133,783.860168,23.29,1.85,E,90,5.3,NW,-3.38,-4.09,-0.4035,30147.8,30457.1,-0.939670296,NA,NA,NA,1.479,1.704,1.748,1.772,0.672,0.609,0.738,0.663,80.7,1,523,7729,103.26,3181.5,28040.5,100.9,7127,28034.5,85.41,43.26,1,107.6,1,110.04,1,-6.22,1,6.63,1,-0.88,1,586.3814446,0.608,0.073,0.229,0.319,0.39,0.799,0.761,28.452,18985.856,7443.3,3819,1.551,1.03481,0.74754,0.73772,-4065646.162,-0.978,104,-2.769999,43.26010545,1,26.059999,45.729492,5.3,102,51,44,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256061,-105.5849647,51,PIPO,24,Water,2,N,Water,./TP4_05162018,35_59_52_PineWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',4012,4138,2216,10366,35,59,52,0.213775806,0.399189658,0.387034536,0.612965464,WW
635,598,833734,5/16/18 9:57,15,70,7289,22579,119,200,26.25,45.44043,783.329529,26.24,46.166992,784.502014,23.29,1.8,E,90,2.78,N,-2.75,-0.42,0.0045,26106.71,26116.55,0.030553316,0,0,0,0.511,0.524,0.501,0.547,0.344,0.34,0.317,0.356,16.72,1,8104,13546,18.04,51182.5,54147,11.17,65535,54161,18.88,5.18,1,15.72,1,20.34,1,-0.38,1,-2.65,1,1.18,1,419.3859028,0.584,0.081,0.24,0.336,0.357,0.797,0.732,31.265,8115.482,3377.3,1644,1.403,1.02379,0.83134,0.82446,-943093.106,-0.659,119,-2.96,5.175265853,1,26.25,45.44043,2.78,117,55,47,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261876,-105.5849497,70,ARTR,23,Water,19,N,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
617,574,833758,5/16/18 9:53,15,66,12132,13675,432,779,25.74,45.317383,783.949768,25.620001,45.391602,783.840027,23.25,0.51,E,90,8.3,SW,7.08,-4.35,0.0113,28039.71,28047.13,0.10568691,0,0,0,0.67,0.685,0.761,0.642,0.518,0.468,0.251,0.43,15.26,1,5465.5,11019,16.75,35421,40117,11.79,65535,40125.5,4.63,5.25,1,24.37,1,12.45,1,-4.95,1,-26.63,1,-8.8,1,501.6420848,0.373,0.08,0.147,0.547,0.14,0.81,0.461,72.507,10151.188,6365,1931,0.595,1.09783,0.6669,0.65859,-2199638.221,-0.974,432,-2.49,5.250439367,1,25.74,45.317383,8.3,438,218,185,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256156,-105.5849891,66,ARTR,23,Water,2,N,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
701,589,833743,5/16/18 10:15,15,88,11836,13367,102,200,25.549999,44.258789,783.798828,25.450001,44.616211,783.724976,24.61,1.53,E,90,4.36,N,-4.34,0.41,0.0641,28096.08,28083.58,0.51191406,0,0,0,0.68,0.706,0.654,0.721,0.5,0.455,0.342,0.439,17.99,1,5203,11482,20.67,33657.5,41878,15.88,65535,41882.5,6.49,6.97,1,15.43,1,22.1,1,-4.46,1,-15.73,1,-6.03,1,484.8192474,0.645,0.067,0.231,0.289,0.458,0.799,0.808,29.603,12076.906,4287.8,2432,1.817,1.0308,0.74133,0.73119,-2561453.792,-0.904,102,-0.939999,6.972759227,1,25.549999,44.258789,4.36,117,62,43,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264855,-105.5849387,88,ARTR,23,Water,8,Y,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
650,580,833752,5/16/18 10:01,15,79,10957,17109,168,296,26.389999,47.484375,783.903809,26.290001,47.12793,783.775452,23.77,2.05,E,90,8.34,S,8.22,-1.4,0.0623,28367.86,28350.72,0.49396539,0,0,0,0.572,0.579,0.596,0.598,0.314,0.311,0.313,0.372,25.8,1,6982,17606,26.47,45264,64483.5,21.76,64844.5,64498.5,25.7,9.52,1,28.17,1,28.4,1,-0.28,1,-0.14,1,5.76,1,434.8622405,0.647,0.075,0.269,0.278,0.477,0.794,0.816,48.937,9817.316,3462.5,2026,1.835,1.06134,0.62379,0.60658,-4136984.29,-0.992,168,-2.619999,9.521089631,1,26.389999,47.484375,8.34,165,83,73,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256843,-105.5849788,79,ARTR,23,Water,4,N,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
641,578,833754,5/16/18 9:59,15,72,12809,9322,104,181,26.049999,46.823242,783.918274,25.93,46.636719,783.808899,23.53,0.69,E,90,6.59,W,1.58,-6.4,0.0157,29918.38,29931.67,0.179194903,5.00E-04,2.21E-06,238.7035,0.83,0.809,0.872,0.803,0.415,0.422,0.394,0.438,41.48,1,4110,13951.5,39.38,26564.5,50885.5,34.61,59958.5,50902,18.82,15.19,1,45.69,1,38.79,1,0.73,1,-2.13,1,2.31,1,540.1186419,0.584,0.059,0.165,0.357,0.335,0.807,0.723,27.316,13186.501,5489.9,2542,1.402,1.03832,0.69456,0.68598,-2814937.737,-0.982,104,-2.519999,15.19332162,1,26.049999,46.823242,6.59,101,51,44,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125647,-105.5849623,72,ARTR,23,Water,10,N,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
674,604,833728,5/16/18 10:07,15,75,8066,7581,171,284,24.940001,47.735352,783.295776,24.93,48.469727,784.401123,22.39,1.66,E,90,3.87,NE,-1.63,3.51,0.0105,29918.9,29922.8,0.128184562,0,0,0,0.976,0.988,1.046,0.967,0.547,0.499,0.299,0.43,42.84,1,2786,8478,44.06,17472,33701,37.26,38903,33706,20.93,15.42,1,49.9,1,41.92,1,-4.88,1,-24.84,1,-11.77,1,472.1603958,0.532,0.097,0.261,0.371,0.294,0.795,0.67,40.952,15414.779,7211.2,3165,1.138,1.0757,0.68209,0.66798,-5023305.616,-0.993,171,-2.550001,15.42339504,1,24.940001,47.735352,3.87,164,78,68,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262261,-105.5849594,75,ARTR,23,Water,16,N,Water,./TP4_05162018,70_66_72_SageWW_Fm'.bmp,Multiple,WW,16-May,Leaf,Fm',5006,5638,3064,13708,70,66,72,0.223519113,0.411292676,0.365188211,0.634811789,WW
1005,360,847238,5/29/18 10:25,28,70,6531,36031,95,155,24.549999,57.125,779.83374,24.540001,57.734375,780.974365,22.43,1.21,E,90,8.36,NE,-7.49,3.74,0.0677,24513.56,24485.14,0.281901253,0,0,0,0.306,0.347,0.302,0.373,0.259,0.209,0.228,0.24,4.69,1,12189.5,16454.5,8.76,65535,65535,8.73,65535,65535,27.15,1.52,1,4.27,1,11.33,1,-5.09,1,-3.17,1,-1.91,1,367.9019057,0.612,0.071,0.225,0.316,0.397,0.799,0.766,26.177,6879.725,2667.1,1380,1.579,1.02407,0.80416,0.79667,-920891.932,-0.692,95,-2.119999,1.520283576,1,24.549999,57.125,8.36,91,41,37,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263749,-105.5849035,70,ARTR,23,Water,19,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
927,305,847294,5/29/18 10:06,28,66,11556,20809,71,123,24.51,53.083008,780.334045,24.379999,53.023438,780.259033,22.23,2.09,E,90,4.58,SW,3.87,-2.46,0.007,28568.98,28571.98,0.041895268,0,0,0,0.489,0.587,0.641,0.591,0.442,0.368,0.405,0.406,4.67,1,6852,13106,14.46,44398,47782.5,9.58,65535,47791,12.22,4.24,1,19.88,1,14.83,1,-7.43,1,-3.78,1,-3.6,1,468.9057526,0.659,0.053,0.185,0.288,0.469,0.805,NA,21.05,10184.928,3474.8,1989,1.931,1.00247,0.96309,0.96198,263473.99,0.105,71,-2.28,4.244288225,1,24.51,53.083008,4.58,71,33,30,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31268008,-105.584901,66,ARTR,23,Water,2,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1109,331,847268,5/29/18 10:45,28,77,11565,23475,114,204,25.190001,56.111328,780.517395,25.07,56.174805,780.396851,23.11,1.55,E,90,6.6,E,0,6.6,0.0076,26287.79,26301.2,0.050147683,0,0,0,0.438,0.49,0.617,0.512,0.285,0.256,0.332,0.291,15.32,1,8572,18837.5,20.49,55594.5,65535,13.53,64713,65535,26.48,6.89,1,33.19,1,22.77,1,-2.86,1,4.76,1,0.64,1,469.4172578,0.634,0.033,0.1,0.333,0.39,0.816,0.777,32.522,8458.504,3096.2,1556,1.732,1.01138,0.79506,0.79157,-441774.6,-0.288,114,-2.080001,6.893673111,1,25.190001,56.111328,6.6,117,56,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266765,-105.5849152,77,ARTR,23,Water,4,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
949,308,847291,5/29/18 10:11,28,70,10887,25697,66,115,24.99,53.172852,780.349243,24.860001,53.143555,780.295471,22.71,0.64,E,90,3.16,S,3.15,0.18,0.0558,26501.37,26488.05,0.296992372,0,0,0,0.4,0.407,0.435,0.419,0.183,0.196,0.287,0.224,21.72,1,10375,23799.5,22.36,65535,65535,6.39,63676,65535,27.18,7.72,1,25.18,1,23.6,1,1.24,1,10.38,1,4.08,1,430.8838668,0.617,0.081,0.27,0.302,0.419,0.794,NA,18.316,8659.338,3319.1,1788,1.609,0.98706,1.11799,1.12407,1147922.258,0.534,66,-2.28,7.715289982,1,24.99,53.172852,3.16,66,31,28,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261745,-105.5849046,70,ARTR,23,Water,19,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
981,355,847243,5/29/18 10:20,28,65,7413,13147,86,141,24.360001,55.554688,779.74939,24.360001,56.222656,780.953735,22.05,2.07,E,90,1.79,NW,-1.38,-1.14,0.0517,28085.85,28077.49,0.44744384,0,0,0,0.737,0.645,0.632,0.718,0.3,0.317,0.327,0.362,43.65,1,6141.5,14972.5,34.43,38715,59836.5,27.64,65535,59848,23.21,11.63,1,33.15,1,41.71,1,1.64,1,2.66,1,6.18,1,427.808087,0.6,0.076,0.234,0.324,0.38,0.798,0.752,23.237,13983.222,5587.2,2822,1.503,1.0271,0.79881,0.7908,-2094042.467,-0.8,86,-2.310001,11.63056321,1,24.360001,55.554688,1.79,82,38,33,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263367,-105.5849243,65,ARTR,23,Water,10,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1103,330,847269,5/29/18 10:44,28,88,12686,10879,119,213,25.26,55.386719,780.47229,25.129999,55.509766,780.389038,23.15,1.36,E,90,4.16,E,-0.87,4.07,0.0359,30355.02,30353.94,0.322317605,0,0,0,0.764,0.758,0.808,0.822,0.43,0.455,0.435,0.456,33.39,1,4618,13486.5,32.84,29888,49175,28.01,65535,49186,13.47,12.32,1,37.81,1,39.19,1,2.48,1,0.47,1,2.63,1,533.1280709,0.635,0.026,0.077,0.339,0.384,0.819,0.775,34.011,9284.272,3387.5,1679,1.741,1.01118,0.75594,0.75273,-423060.939,-0.219,119,-2.11,12.3198594,1,25.26,55.386719,4.16,123,58,52,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31265396,-105.5849193,88,ARTR,23,Water,8,Y,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1141,335,847264,5/29/18 10:51,28,79,13585,5764,90,160,24.950001,57.248047,780.534546,24.84,57.248047,780.477417,22.23,1.53,E,90,5.86,SW,5.2,-2.7,0.0084,29958.51,29959.4,0.110270941,0,0,0,1.036,1.087,1.119,1.05,0.715,0.697,0.619,0.687,32.08,1,2164.5,6991.5,37.22,13908,25366,32.48,31376,25371.5,16.71,14.24,1,40.43,1,33.52,1,-1.85,1,-9.66,1,-2.82,1,584.2217561,0.629,0.038,0.114,0.333,0.387,0.814,0.773,25.472,13424.444,4981.4,2495,1.695,1.00775,0.86702,0.86444,-338015.652,-0.148,90,-2.720001,14.24428822,1,24.950001,57.248047,5.86,93,43,38,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260527,-105.5849122,79,ARTR,23,Water,4,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
